id,host_resp_rate_pct,host_accept_rate_pct,host_listings_count,latitude,longitude,accommodates,bedrooms,beds,price_usd,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,clusters,cluster
620892186107476519,88,100,1,37.73553,-122.42809,5,3.0,3.0,350.0,2,13,0,0,15,105,2,2,0,4.5,4.5,4.0,4.5,4.5,5.0,4.5,1,1,0,0,0.5,0,dark purple
620931035279211772,100,100,2,37.72466,-122.44111,6,2.0,3.0,128.0,2,28,9,17,34,121,36,36,4,4.67,4.83,4.81,4.97,4.92,4.81,4.61,2,2,0,0,5.29,0,dark purple
621013281538166083,100,100,1,37.74556,-122.41497,6,3.0,3.0,300.0,3,29,24,47,77,77,7,7,1,5.0,5.0,5.0,5.0,5.0,5.0,4.86,1,0,1,0,1.19,0,dark purple
621071033093123904,100,100,1,37.74193,-122.49013,4,2.0,2.0,150.0,2,28,9,15,26,101,36,36,5,4.89,4.94,4.97,4.94,4.92,4.72,4.78,1,1,0,0,6.0,0,dark purple
621189092718331950,100,100,2,37.78089,-122.44911,5,2.0,2.0,248.0,1,365,24,48,78,344,29,29,4,4.62,4.86,4.59,5.0,4.93,4.86,4.52,2,2,0,0,4.22,0,dark purple
621365334579005523,100,73,619,37.78876,-122.41095,4,1.55,2.0,177.0,2,1125,10,10,10,10,15,15,4,5.0,4.93,4.87,4.87,5.0,4.93,4.8,19,12,7,0,2.16,0,dark purple
621382296387496368,100,73,619,37.78679,-122.40928,4,1.55,2.0,177.0,2,1125,10,10,10,10,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19,12,7,0,1.0,0,dark purple
621694376334515341,100,93,1,37.79817,-122.40611,3,1.0,2.0,252.0,2,28,13,22,47,61,26,26,4,4.96,5.0,5.0,4.92,5.0,5.0,4.77,1,1,0,0,4.31,0,dark purple
623833252305593889,100,92,2,37.78646,-122.391,3,1.0,1.0,139.0,1,30,0,0,0,0,5,5,0,4.6,4.8,4.8,4.8,5.0,5.0,4.4,2,1,1,0,1.02,0,dark purple
623867846304884396,100,89,1,37.71993,-122.40219,2,3.0,1.0,65.0,2,365,20,50,80,355,10,10,1,4.9,4.9,4.4,4.9,4.6,4.9,4.6,1,0,1,0,3.19,0,dark purple
623879832296293039,100,100,1,37.72146,-122.44063,4,1.0,2.0,110.0,1,30,27,57,87,362,12,12,0,4.75,5.0,4.92,5.0,5.0,4.67,4.75,1,0,1,0,2.21,0,dark purple
623975090788488668,88,100,5,37.78918,-122.3888,1,1.0,1.0,88.0,31,365,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,1,3,0,0.25,0,dark purple
624238249806327544,100,98,4,37.76313,-122.47821,2,1.0,1.0,92.0,30,120,0,4,4,86,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,0,4,0,0.92,0,dark purple
624238286131336513,100,98,4,37.764172,-122.477547,2,1.0,1.0,92.0,30,120,17,47,47,107,2,2,1,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4,0,4,0,1.02,0,dark purple
624636058489328594,100,100,1,37.74671173095703,-122.4504623413086,3,1.0,2.0,168.0,2,30,5,30,50,140,36,36,4,4.86,4.92,4.97,4.97,5.0,4.89,4.81,1,1,0,0,7.77,0,dark purple
625284606571712261,100,100,1,37.75155,-122.43637,4,2.0,2.0,380.0,3,25,11,33,58,286,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,1,0,0,3.0,0,dark purple
625303886669891197,100,98,1,37.7385,-122.4263,2,1.0,1.0,186.0,1,27,18,28,54,274,44,44,8,5.0,5.0,5.0,4.98,5.0,4.93,5.0,1,1,0,0,8.52,0,dark purple
626706080931023642,100,100,1,37.75664520263672,-122.4020767211914,2,1.0,1.0,150.0,30,90,0,12,12,101,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.61,0,dark purple
627365175533100130,100,99,16,37.79527,-122.43359,6,3.0,3.0,280.0,30,365,29,58,88,268,1,1,0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,15,15,0,0,0.28,0,dark purple
628157979583475896,100,71,1,37.736,-122.449608,6,4.0,5.0,350.0,3,365,0,0,9,52,2,2,1,5.0,5.0,5.0,5.0,5.0,4.5,4.5,1,1,0,0,0.47,0,dark purple
628210371770946031,100,99,3,37.71413,-122.39857,6,1.0,3.0,199.0,1,20,11,24,38,300,19,19,1,5.0,5.0,4.95,5.0,5.0,4.84,4.89,3,0,0,3,3.52,0,dark purple
628475675507957305,100,99,4,37.77517,-122.40405,2,1.0,1.0,119.0,2,30,19,39,68,68,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,1,3,0,0.97,0,dark purple
628488511039002262,100,99,4,37.77594,-122.40395,2,1.0,1.0,129.0,2,30,20,40,69,69,4,4,0,4.75,5.0,4.75,4.75,4.75,4.25,4.5,4,1,3,0,0.64,0,dark purple
628494162734609280,100,99,4,37.77543,-122.40221,2,1.0,1.0,97.0,2,30,24,44,73,73,9,9,0,4.89,4.89,5.0,5.0,5.0,4.89,4.56,4,1,3,0,1.42,0,dark purple
628553617893724546,100,84,1,37.772,-122.44777,4,1.0,2.0,390.0,2,29,2,2,2,216,8,8,0,5.0,4.75,5.0,5.0,5.0,4.88,4.75,1,1,0,0,1.43,0,dark purple
628902428743530893,90,91,153,37.7647,-122.41677,2,1.0,1.0,97.0,30,180,16,46,76,351,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,153,152,1,0,0.33,0,dark purple
630663961910343566,100,92,3,37.78435,-122.44117,5,3.0,3.0,160.0,30,500,28,28,28,290,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.53,0,dark purple
631096107710064727,100,100,2,37.79866,-122.43254,2,1.0,1.0,199.0,2,28,0,0,0,0,7,7,0,4.43,4.43,4.43,4.71,4.43,4.57,4.29,2,1,1,0,1.15,0,dark purple
631215728752264027,50,60,1,37.74362,-122.43316,6,4.0,4.0,543.0,3,365,0,0,0,153,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.21,0,dark purple
631412293430001355,88,100,1,37.750538,-122.43866,4,2.0,2.0,455.0,4,1125,7,10,10,10,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.19,0,dark purple
632060739366039579,50,80,1,37.79562,-122.42084,2,1.0,1.0,133.0,30,365,21,21,21,286,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.56,0,dark purple
632710380510327412,100,100,1,37.7743,-122.49334,3,1.0,2.0,110.0,1,1125,20,50,80,170,10,10,3,4.7,5.0,5.0,5.0,5.0,4.8,4.5,1,1,0,0,4.0,0,dark purple
632900492943725427,100,62,4,37.72806868879282,-122.38324146650622,4,2.0,2.0,125.0,30,365,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1,1,0,0,0.19,0,dark purple
633278271468618088,100,100,2,37.72161,-122.42935,4,2.0,2.0,106.0,1,30,12,42,72,72,17,17,1,4.71,4.94,4.65,4.88,4.82,4.59,4.65,2,2,0,0,2.83,0,dark purple
633381229623997916,100,98,1,37.74634,-122.43203,5,2.0,4.0,369.0,1,1125,4,30,56,315,18,18,8,5.0,4.89,5.0,5.0,5.0,4.94,4.89,1,1,0,0,5.93,0,dark purple
633486556142729585,100,100,1,37.77896,-122.49872,8,2.0,3.0,198.0,1,28,16,39,66,326,37,37,3,4.86,4.97,4.95,4.97,4.97,4.89,4.81,1,1,0,0,6.13,0,dark purple
633566725728505100,100,98,1,37.77904,-122.5038,4,2.0,2.0,187.0,2,14,16,43,67,67,24,24,3,4.83,4.79,5.0,5.0,4.88,4.88,4.58,1,1,0,0,4.65,0,dark purple
634025070844116837,100,100,1,37.71165,-122.45745,6,2.0,3.0,144.0,2,28,15,25,48,138,26,26,1,4.73,4.85,5.0,4.92,4.69,4.35,4.54,1,1,0,0,4.13,0,dark purple
634061205946501334,80,92,23,37.76819,-122.45043,2,1.0,1.0,80.0,30,365,30,60,90,365,2,2,0,5.0,5.0,4.0,5.0,5.0,5.0,4.5,22,21,1,0,0.47,0,dark purple
634113847997360327,88,88,2,37.73656,-122.39647,4,2.0,2.0,158.0,1,27,29,59,89,89,24,24,0,4.67,4.96,5.0,4.88,4.88,4.08,4.71,2,2,0,0,4.44,0,dark purple
635304024315850285,57,100,1,37.79719,-122.39965,1,1.0,1.0,60.0,31,1125,24,54,84,359,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.59,0,dark purple
635424373788464991,100,97,1,37.7886,-122.39283,4,2.0,2.0,350.0,2,90,0,0,0,0,18,18,0,5.0,5.0,4.94,5.0,4.94,5.0,4.89,1,1,0,0,3.2,0,dark purple
636409238640113324,100,100,1,37.75526,-122.433083,2,1.0,1.0,325.0,20,365,3,12,42,279,1,1,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,1,0,0,1.0,0,dark purple
636415721642341427,100,100,3,37.74449,-122.47128,5,2.0,2.0,159.0,30,90,1,1,1,64,22,22,1,4.55,4.64,4.77,4.73,4.77,4.59,4.64,2,2,0,0,3.69,0,dark purple
636900247121297297,88,100,1,37.73957,-122.43058,4,2.0,2.0,370.0,6,28,0,0,0,190,2,2,0,5.0,4.5,4.5,5.0,5.0,5.0,4.5,1,1,0,0,0.4,0,dark purple
637016902206637482,100,95,1,37.71977,-122.39666,2,1.0,1.0,115.0,2,28,3,26,56,146,8,8,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,4.71,0,dark purple
637577787729829412,88,100,2,37.71446,-122.44789,2,1.0,1.0,104.0,30,365,0,9,9,247,2,2,1,5.0,5.0,4.5,5.0,5.0,4.5,5.0,2,2,0,0,0.91,0,dark purple
637597877036974745,100,100,2,37.775333,-122.429604,5,2.0,2.0,495.0,5,60,0,25,46,162,7,7,2,4.86,4.86,4.57,4.86,4.86,4.71,4.29,2,1,1,0,1.89,0,dark purple
637793771561210457,100,91,1,37.775017,-122.492188,3,1.0,1.0,200.0,1,30,12,34,60,147,38,38,5,5.0,5.0,5.0,5.0,4.97,4.95,4.97,1,1,0,0,6.3,0,dark purple
637949273088837509,100,100,1,37.72018,-122.45713,4,2.0,2.0,225.0,2,365,23,53,83,173,22,22,2,4.91,5.0,5.0,5.0,4.91,4.91,4.95,1,1,0,0,3.75,0,dark purple
638322552851777703,88,100,3,37.734196,-122.416054,2,1.0,1.0,120.0,4,365,11,41,71,332,11,11,1,4.45,4.55,4.45,4.64,4.73,4.55,4.36,2,2,0,0,1.85,0,dark purple
638519751253867536,100,100,1,37.774807,-122.501801,8,3.0,4.0,433.0,2,28,17,47,77,214,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.26,0,dark purple
638752838194490005,100,100,2,37.72431,-122.43918,7,3.0,4.0,145.0,1,28,10,26,29,119,33,33,7,4.3,4.58,4.36,4.88,4.79,4.52,4.45,2,2,0,0,5.44,0,dark purple
638989158737500853,96,81,33,37.76692,-122.42058,2,1.0,1.0,131.0,30,365,18,48,78,353,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,30,30,0,0,1.0,0,dark purple
639080241193784080,100,100,1,37.766647,-122.426865,4,2.0,2.0,250.0,30,90,0,26,29,292,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,0,0.59,0,dark purple
639110354483363681,100,81,1,37.75482,-122.40127,3,1.0,1.0,154.0,3,60,7,20,39,279,5,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.93,0,dark purple
639862665388963133,100,99,254,37.79077,-122.43147,2,1.0,1.0,179.0,7,28,21,40,61,271,2,2,0,5.0,5.0,5.0,4.5,5.0,5.0,4.0,17,7,10,0,0.39,0,dark purple
639863200398168456,100,99,254,37.79111,-122.42954,2,1.0,1.0,182.0,7,28,26,49,79,289,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,17,7,10,0,0.36,0,dark purple
639925082211441772,100,100,4,37.73961,-122.38953,2,1.0,2.0,60.0,4,21,30,60,90,90,7,7,0,4.86,4.86,4.71,5.0,5.0,4.43,4.71,4,0,4,0,1.37,0,dark purple
640007733812684635,100,100,1,37.76265,-122.4037,3,1.0,2.0,224.0,4,29,7,29,59,334,4,4,1,5.0,4.75,5.0,5.0,5.0,4.75,4.5,1,1,0,0,1.56,0,dark purple
640551686099361832,90,94,4,37.75765,-122.40834,4,2.0,2.0,395.0,3,365,3,25,55,113,9,9,0,4.89,4.89,5.0,5.0,4.67,4.89,4.89,3,3,0,0,1.57,0,dark purple
640551726334948377,90,94,4,37.75642,-122.41032,2,1.0,1.0,210.0,3,365,2,23,45,320,3,3,0,4.33,4.67,5.0,5.0,4.67,5.0,4.67,3,3,0,0,0.68,0,dark purple
640555054862649808,90,94,4,37.75731,-122.41017,6,3.0,3.0,550.0,3,365,3,25,55,83,8,8,0,4.88,5.0,4.88,5.0,5.0,5.0,4.88,3,3,0,0,1.48,0,dark purple
640696495676441706,100,99,3,37.75787,-122.47853,6,3.0,3.0,429.0,2,365,30,59,59,123,8,8,0,4.88,5.0,5.0,5.0,5.0,4.88,4.75,3,3,0,0,1.34,0,dark purple
641356248126584781,90,91,153,37.78423,-122.41643,2,1.0,1.0,87.0,30,180,0,1,31,306,1,1,0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,153,152,1,0,0.28,0,dark purple
641357749776563679,90,91,153,37.7839,-122.41439,5,2.0,2.0,132.0,30,180,27,57,87,362,1,1,0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,153,152,1,0,0.23,0,dark purple
642492168063574165,100,99,6,37.77623,-122.42352,6,3.0,3.0,264.0,30,120,30,60,90,90,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2,2,0,0,0.58,0,dark purple
642968891930233741,100,96,10,37.74204,-122.47431,2,1.0,1.0,50.0,30,92,1,1,4,94,2,2,1,5.0,5.0,4.5,5.0,5.0,4.5,4.5,10,0,10,0,0.66,0,dark purple
643399323243903269,100,99,3,37.71281,-122.40052,4,1.0,2.0,165.0,1,5,11,24,38,300,10,10,1,5.0,5.0,5.0,5.0,5.0,4.9,5.0,3,0,0,3,1.91,0,dark purple
643686811969785313,88,100,1,37.79352,-122.42387,2,1.0,1.0,340.0,30,365,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.32,0,dark purple
644102981604610478,100,100,1,37.8046953,-122.4121586,5,2.0,2.0,199.0,30,365,1,31,61,336,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.32,0,dark purple
644194596013457558,88,80,3,37.77531,-122.4175,2,2.0,2.0,122.0,30,182,22,51,63,153,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,2,1,0,0.26,0,dark purple
644214707147593819,100,100,2,37.76868,-122.42567,4,3.0,3.0,169.0,30,45,3,3,3,92,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.28,0,dark purple
644219370066177867,100,100,4,37.7385139,-122.3860848,2,1.0,1.0,180.0,30,90,0,19,49,139,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.24,0,dark purple
645202868571678896,100,100,1,37.71778,-122.40205,4,2.0,3.0,390.0,3,365,26,46,46,46,14,14,0,4.86,4.79,4.86,5.0,5.0,4.86,4.93,1,1,0,0,2.8,0,dark purple
645555607618641942,100,100,1,37.77717,-122.44474,14,4.0,12.0,538.0,3,31,6,17,29,139,23,23,3,5.0,5.0,4.96,5.0,5.0,5.0,4.96,1,1,0,0,4.04,0,dark purple
645837767943837883,100,100,1,37.7309,-122.44974,4,2.0,3.0,193.0,2,120,12,33,63,63,24,24,0,4.83,4.79,4.88,4.96,4.96,4.63,4.63,1,1,0,0,4.21,0,dark purple
646224749845290990,100,99,254,37.78746,-122.41312,2,1.55,1.0,141.0,1,24,27,47,76,286,2,2,0,4.5,4.0,4.5,5.0,5.0,4.0,4.5,17,7,10,0,0.34,0,dark purple
646234421224022289,100,100,1,37.78236,-122.48,2,1.55,1.0,113.0,2,29,13,19,49,125,27,27,4,4.81,4.74,4.63,4.96,5.0,4.96,4.74,1,1,0,0,4.66,0,dark purple
647114906892664960,90,100,2,37.73916,-122.41246,3,2.0,2.0,192.0,30,365,25,25,54,248,3,3,0,4.33,4.67,4.67,4.67,4.67,4.33,4.0,1,1,0,0,0.87,0,dark purple
647145855481654045,100,96,71,37.72776,-122.40803,2,1.0,1.0,59.0,120,1125,30,59,59,59,2,2,0,5.0,5.0,5.0,4.0,5.0,4.5,5.0,14,3,11,0,0.43,0,dark purple
647333241207168959,100,100,1,37.76414,-122.45946,5,1.0,2.0,182.0,1,365,0,0,0,47,6,6,0,4.83,5.0,4.83,5.0,5.0,5.0,5.0,1,1,0,0,1.12,0,dark purple
647357333419229329,100,96,3,37.75638,-122.50461,2,2.0,2.0,91.0,2,365,14,39,69,69,5,5,0,4.2,4.0,4.6,4.6,4.6,4.6,4.0,3,1,2,0,1.63,0,dark purple
647532027732754085,100,99,7,37.78242,-122.48851,2,1.0,1.0,70.0,30,365,30,60,90,363,1,1,0,1.0,1.0,4.0,5.0,2.0,5.0,2.0,5,2,3,0,0.24,0,dark purple
647745552423137075,100,99,7,37.78071,-122.48839,2,1.0,1.0,80.0,30,365,30,60,90,362,2,2,0,4.0,4.5,5.0,4.5,4.5,4.5,5.0,5,2,3,0,0.42,0,dark purple
648427492612891453,100,92,3,37.78134,-122.41912,3,1.0,2.0,150.0,30,365,30,60,90,365,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,2,2,0,0,0.64,0,dark purple
648470968250592805,100,98,3,37.74535,-122.50649,2,1.0,1.0,122.0,2,30,16,46,76,76,15,15,3,4.87,4.73,4.6,4.93,4.87,4.8,4.87,3,0,3,0,3.54,0,dark purple
648547914210629882,100,96,71,37.7267606,-122.4085215,2,1.0,1.0,60.0,120,1125,20,49,49,49,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,3,11,0,1.0,0,dark purple
648549709021440854,100,96,71,37.7267606,-122.4085215,2,1.0,1.0,75.0,120,1125,28,28,28,28,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,3,11,0,0.65,0,dark purple
648582436573743885,100,92,2,37.78472,-122.4668,3,1.0,1.0,359.0,30,180,30,31,37,312,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.72,0,dark purple
648594771621833547,88,97,2,37.77231,-122.4382,8,4.0,5.0,405.0,3,365,0,0,0,0,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.85,0,dark purple
648601765849891049,100,99,455,37.78004,-122.4331,6,3.0,3.0,217.0,30,1125,12,12,12,12,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,7,0,0,1.0,0,dark purple
648626157572690492,100,100,3,37.7886,-122.43358,2,1.0,1.0,135.0,30,365,0,0,0,226,1,1,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3,3,0,0,1.0,0,dark purple
649346029634212662,100,100,1,37.75245,-122.50099,2,1.0,1.0,138.0,2,1125,27,48,78,78,7,7,0,4.43,4.43,4.71,4.29,4.43,4.86,4.57,1,1,0,0,1.75,0,dark purple
649490678164456520,90,32,395,37.78799,-122.41324,4,1.0,1.0,301.0,2,365,30,55,58,58,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5,5,0,0,0.23,0,dark purple
649876562955450912,100,81,1,37.75877,-122.42177,5,2.0,2.0,224.0,4,66,18,44,74,164,7,7,0,4.86,5.0,5.0,5.0,4.71,5.0,4.43,1,1,0,0,1.78,0,dark purple
650134211569585255,100,88,2,37.77505,-122.41262,4,2.0,3.0,486.0,2,1125,0,0,0,0,8,8,0,4.75,4.88,4.75,4.63,4.75,4.88,4.88,1,1,0,0,1.6,0,dark purple
650647586084544103,100,68,23,37.79388,-122.4296,2,1.0,1.0,261.0,30,365,28,58,88,363,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.32,0,dark purple
650713966979123784,100,100,1,37.75753,-122.41019,6,3.0,3.0,400.0,2,28,0,0,0,0,11,11,1,4.82,5.0,4.91,5.0,5.0,5.0,4.91,1,1,0,0,3.88,0,dark purple
650715822075172454,100,98,3,37.75385,-122.43646,2,1.0,1.0,306.0,3,90,26,53,59,149,13,13,3,4.92,4.92,4.92,5.0,5.0,5.0,4.77,1,1,0,0,2.55,0,dark purple
650739640858789783,100,100,4,37.74101,-122.39,2,1.0,2.0,55.0,4,21,30,60,90,90,8,8,1,5.0,5.0,5.0,5.0,5.0,4.13,4.63,4,0,4,0,1.89,0,dark purple
651357811574612456,100,100,1,37.759990547531466,-122.41069784496806,5,2.0,3.0,241.0,3,1125,20,35,57,139,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,0,dark purple
651642252753202263,100,100,4,37.74998,-122.48783,8,3.0,1.0,425.0,2,28,15,40,70,211,18,18,3,5.0,5.0,4.94,5.0,5.0,4.78,4.89,3,2,1,0,3.75,0,dark purple
651675023426904614,100,100,4,37.7479,-122.48832,5,2.0,3.0,369.0,2,28,15,40,70,211,3,3,0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,3,2,1,0,0.57,0,dark purple
651727725817620172,100,100,4,37.74869,-122.48758,2,1.0,1.0,99.0,2,28,25,55,85,265,13,13,1,5.0,5.0,5.0,5.0,5.0,4.77,5.0,3,2,1,0,2.53,0,dark purple
652109119953692416,100,40,1,37.78716,-122.44178,4,2.0,2.0,265.0,30,120,29,59,89,292,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.8,0,dark purple
652372862057880161,100,100,16,37.73869,-122.42714,4,2.0,2.0,499.0,2,21,30,52,82,172,3,3,0,5.0,5.0,5.0,5.0,5.0,4.33,4.33,10,10,0,0,0.75,0,dark purple
652386290792106506,100,88,1,37.77859,-122.4664,2,1.0,1.0,137.0,3,10,19,37,67,67,13,13,2,4.92,5.0,5.0,5.0,4.92,5.0,4.85,1,1,0,0,3.33,0,dark purple
652407926580004725,100,100,1,37.74632,-122.48976,3,1.0,2.0,139.0,2,30,2,16,36,36,12,12,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,4.68,0,dark purple
652613573590059027,100,100,2,37.7589,-122.39427,2,1.0,1.0,90.0,1,1125,12,28,58,58,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,1.0,0,dark purple
652835070925727272,100,92,1,37.774318,-122.391273,5,2.0,2.0,399.0,2,365,4,4,4,4,4,4,0,4.75,5.0,4.75,5.0,5.0,4.75,5.0,1,1,0,0,0.86,0,dark purple
652869836299196545,83,75,1,37.75954,-122.44306,2,1.0,1.0,260.0,1,3,30,60,90,90,3,3,0,4.67,5.0,5.0,5.0,5.0,5.0,4.67,1,1,0,0,0.55,0,dark purple
653038076124532420,100,100,1,37.7167999,-122.4599266,4,2.0,2.0,160.0,3,1125,1,9,23,94,4,4,0,4.75,5.0,5.0,5.0,5.0,4.5,4.75,1,1,0,0,0.9,0,dark purple
653568437026696256,100,100,1,37.7675,-122.44597,2,1.55,1.0,205.0,2,365,8,32,60,131,29,29,7,5.0,4.97,5.0,5.0,5.0,5.0,4.93,1,1,0,0,5.65,0,dark purple
653674036336801052,100,97,2,37.7897117,-122.3989344,4,1.0,2.0,140.0,30,1125,28,31,46,321,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,1,1,0,0,0.66,0,dark purple
653688070333420717,88,67,1,37.781364094775455,-122.3990772116394,2,1.0,1.0,132.0,30,1125,0,0,0,246,2,2,1,5.0,5.0,5.0,5.0,5.0,4.0,3.5,1,1,0,0,0.69,0,dark purple
654350635275757865,100,100,2,37.76292,-122.50357,3,2.0,3.0,100.0,1,1125,23,53,83,173,16,16,0,3.44,3.5,3.75,4.38,3.69,4.19,3.56,1,1,0,0,3.0,0,dark purple
654571750506516470,88,100,1,37.7852037,-122.4151808,2,1.55,1.0,113.0,30,365,0,0,29,107,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.47,0,dark purple
655162292495026750,100,96,1,37.73612,-122.45461,2,1.0,1.0,133.0,1,29,23,50,80,80,24,24,8,4.75,4.67,4.79,4.88,4.79,4.96,4.71,1,1,0,0,5.71,0,dark purple
655179668230024994,100,60,1,37.74703,-122.41887,2,1.0,1.0,170.0,4,29,11,11,15,15,2,2,2,4.5,5.0,5.0,5.0,5.0,4.0,4.5,1,1,0,0,2.0,0,dark purple
655687866040481211,100,93,1,37.75618,-122.40779,4,2.0,2.0,400.0,3,1125,0,1,31,121,9,9,1,5.0,5.0,5.0,5.0,5.0,5.0,4.78,1,1,0,0,2.11,0,dark purple
656455379519000631,100,100,31,37.78386,-122.47579,1,1.0,1.0,100.0,30,365,30,60,90,365,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,23,1,22,0,0.52,0,dark purple
656462134491128521,100,100,31,37.78158,-122.47409,1,1.0,1.0,100.0,30,365,30,60,90,365,1,1,0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,23,1,22,0,0.35,0,dark purple
656634971690061748,100,100,2,37.77292,-122.50207,6,2.0,4.0,198.0,1,1125,1,1,1,102,22,22,3,4.86,4.95,4.95,4.95,5.0,4.91,4.86,2,2,0,0,4.52,0,dark purple
656750826097027053,100,100,2,37.77276,-122.50089,8,3.0,3.0,226.0,1,1125,4,12,39,311,23,23,5,4.96,4.83,4.91,4.96,4.87,4.87,4.78,2,2,0,0,5.04,0,dark purple
657528585282015594,99,74,118,37.78882,-122.40984,4,1.55,2.0,125.0,2,30,5,5,5,5,4,4,0,4.75,4.25,4.5,4.75,5.0,5.0,4.75,43,42,1,0,0.77,0,dark purple
657832194720726161,100,100,5,37.7808459,-122.4764222,4,1.0,2.0,88.0,30,1125,0,29,59,334,1,1,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5,5,0,0,1.0,0,dark purple
658626258348840760,90,91,153,37.76392,-122.41889,2,1.0,1.0,95.0,30,180,30,60,90,270,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,153,152,1,0,0.26,0,dark purple
658628623211979640,100,100,2,37.75557,-122.41405,2,1.0,1.0,125.0,1,12,12,12,12,12,11,11,1,5.0,4.64,5.0,5.0,5.0,4.82,4.73,2,1,1,0,2.14,0,dark purple
658687379435419509,100,80,2,37.75933,-122.47492,4,2.0,2.0,210.0,4,30,5,29,59,324,1,1,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2,2,0,0,1.0,0,dark purple
658817253058757862,100,100,1,37.73382,-122.40328,8,3.0,3.0,325.0,2,365,26,56,86,176,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.23,0,dark purple
659364174820425154,80,67,2,37.805077,-122.4119729,8,2.0,5.0,250.0,1,365,2,29,59,238,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,2,0,2,0,1.25,0,dark purple
