id,host_resp_rate_pct,host_accept_rate_pct,host_listings_count,latitude,longitude,accommodates,bedrooms,beds,price_usd,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,clusters,cluster
18459919,98,16,115,37.79101,-122.40616,2,1.55,1.0,391.0,2,1125,30,57,87,362,7,1,0,5.0,5.0,4.86,5.0,5.0,5.0,4.86,15,0,15,0,0.11,1,pink
18464444,100,100,1,37.74769,-122.43013,3,2.0,2.0,280.0,4,28,17,17,17,17,55,11,0,5.0,4.96,4.91,5.0,5.0,4.94,4.91,1,1,0,0,0.85,1,pink
18470412,98,16,115,37.79147,-122.40629,2,1.55,2.0,391.0,2,1125,30,57,87,362,3,0,0,4.67,5.0,4.67,5.0,5.0,5.0,5.0,15,0,15,0,0.06,1,pink
18471072,98,16,115,37.79121,-122.40779,2,1.55,1.0,391.0,2,1125,30,57,87,362,2,1,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,15,0,15,0,0.04,1,pink
18471840,98,16,115,37.79143,-122.40824,2,1.55,1.0,391.0,2,1125,30,60,90,365,3,1,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,15,0,15,0,0.08,1,pink
18472576,98,16,115,37.79167,-122.40655,2,1.55,1.0,391.0,2,1125,30,57,87,362,2,0,0,4.0,4.0,4.0,5.0,5.0,4.5,4.0,15,0,15,0,0.03,1,pink
18473036,98,16,115,37.78943,-122.40608,2,1.55,1.0,391.0,2,1125,30,57,87,362,6,2,0,4.83,5.0,5.0,5.0,5.0,5.0,4.5,15,0,15,0,0.12,1,pink
18474596,98,16,115,37.79104,-122.40793,2,1.55,1.0,391.0,2,1125,30,57,87,362,2,1,0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,15,0,15,0,0.06,1,pink
18475014,98,16,115,37.78992,-122.40609,2,1.55,1.0,391.0,2,1125,30,57,87,362,5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,15,0,15,0,0.08,1,pink
18488036,100,75,1,37.80411,-122.44081,3,2.0,2.0,510.0,2,1125,20,47,77,352,60,21,1,4.86,4.88,4.9,4.95,4.95,4.98,4.66,1,1,0,0,0.89,1,pink
18492236,100,80,4,37.74835,-122.44566,6,3.0,4.0,193.0,30,120,0,0,4,279,2,0,0,4.5,4.5,4.0,5.0,5.0,5.0,5.0,4,4,0,0,0.03,1,pink
18492603,100,80,4,37.74731,-122.44519,4,2.0,3.0,147.0,30,120,0,0,4,279,3,0,0,4.0,5.0,3.0,4.5,5.0,4.5,5.0,4,4,0,0,0.04,1,pink
18492773,100,80,4,37.74917,-122.44472,2,1.55,1.0,62.0,30,120,10,24,24,231,8,2,0,3.86,4.71,3.71,4.29,4.71,4.71,4.14,4,4,0,0,0.12,1,pink
18507951,88,100,1,37.71869,-122.42876,2,1.0,1.0,115.0,4,30,0,0,0,1,107,16,0,4.97,4.99,4.98,5.0,5.0,4.69,4.93,1,1,0,0,1.59,1,pink
18527258,100,66,4,37.70951,-122.449,1,1.0,1.0,47.0,30,1125,0,30,60,335,22,4,0,4.55,4.5,4.36,4.23,4.68,4.05,4.5,4,0,4,0,0.34,1,pink
18528858,88,88,3,37.73133,-122.38639,9,3.0,4.0,190.0,4,14,0,0,0,0,9,0,0,4.88,4.75,4.75,5.0,5.0,4.0,4.57,3,2,1,0,0.14,1,pink
18529703,100,100,4,37.755706787109375,-122.42703247070312,5,2.0,3.0,421.0,20,90,0,0,0,169,15,0,0,4.93,4.87,4.67,4.93,5.0,5.0,4.67,2,1,1,0,0.23,1,pink
18531983,100,100,2,37.78711,-122.39111,1,1.0,1.0,105.0,30,1125,30,60,90,365,4,3,0,5.0,5.0,4.75,5.0,5.0,5.0,4.75,2,1,1,0,0.25,1,pink
18545465,90,49,8,37.73629,-122.42237,4,2.0,2.0,180.0,30,1125,29,59,89,364,5,3,0,4.4,4.6,4.6,4.2,4.8,4.2,4.0,7,7,0,0,0.08,1,pink
18546459,100,66,4,37.71096,-122.44862,1,1.0,1.0,45.0,30,1125,16,46,76,351,18,4,0,4.61,4.83,4.44,4.78,4.72,4.56,4.78,4,0,4,0,0.27,1,pink
18548006,88,88,2,37.73138,-122.38296,2,1.0,1.0,125.0,3,29,0,0,0,0,112,0,0,4.83,4.94,4.9,4.97,4.96,4.26,4.78,1,1,0,0,1.69,1,pink
18549735,88,88,1,37.78738,-122.44205,2,1.0,1.0,140.0,30,90,0,0,0,0,17,0,0,5.0,5.0,5.0,5.0,5.0,4.94,5.0,1,1,0,0,0.26,1,pink
18567743,100,100,3,37.74063,-122.42691,4,1.0,2.0,225.0,5,1125,1,31,61,61,109,13,0,4.96,4.96,4.95,4.99,4.99,4.92,4.87,1,1,0,0,1.61,1,pink
18567881,100,71,1,37.80172,-122.4035,8,3.0,3.0,149.0,30,1125,28,32,43,43,31,1,0,4.55,4.55,4.45,4.77,4.8,4.97,4.6,1,1,0,0,0.47,1,pink
18571224,100,100,1,37.75834,-122.50591,2,1.0,2.0,103.0,30,180,23,52,62,230,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.24,1,pink
18582383,88,33,1,37.7537,-122.43341,3,2.0,3.0,115.0,90,368,0,0,0,178,40,1,0,4.75,4.83,4.78,4.97,4.9,4.82,4.74,1,1,0,0,0.59,1,pink
18584924,88,88,3,37.73052,-122.38783,2,1.0,1.0,65.0,1,7,0,0,0,0,7,0,0,4.86,5.0,5.0,5.0,4.86,4.71,5.0,3,2,1,0,0.1,1,pink
18602265,100,100,1,37.75903,-122.49855,4,1.55,2.0,159.0,2,29,15,43,70,284,399,75,6,4.96,4.97,4.95,4.98,4.99,4.93,4.88,1,1,0,0,6.1,1,pink
18615032,100,99,1,37.76454,-122.43476,2,1.0,1.0,188.0,2,1125,15,40,40,40,267,61,6,4.95,4.99,4.97,5.0,4.97,4.95,4.83,1,1,0,0,3.99,1,pink
18655682,100,63,1,37.76596,-122.41859,2,1.0,1.0,123.0,45,240,0,3,3,73,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.17,1,pink
18669935,100,92,1,37.78353,-122.44664,2,1.0,1.0,295.0,30,60,0,0,2,92,71,10,0,4.92,4.93,4.93,4.91,4.91,4.84,4.86,1,1,0,0,1.06,1,pink
18690689,88,88,2,37.72693,-122.3706,2,1.0,1.0,70.0,30,1125,0,0,0,0,6,0,0,5.0,5.0,5.0,5.0,4.8,3.8,4.4,2,0,2,0,0.09,1,pink
18718406,88,100,1,37.76165,-122.42766,2,1.0,1.0,108.0,5,1125,29,59,89,89,3,1,0,3.67,3.33,3.67,4.33,3.67,4.33,3.33,1,1,0,0,0.05,1,pink
18738360,100,86,3,37.76358,-122.49363,5,2.0,3.0,100.0,30,100,22,33,48,138,27,2,0,4.96,4.96,5.0,4.96,4.96,4.77,4.92,2,2,0,0,0.41,1,pink
18757990,100,100,1,37.78876,-122.44591,3,1.0,1.0,237.0,1,29,21,34,64,244,325,70,4,4.94,4.96,4.97,4.99,4.99,4.97,4.77,1,1,0,0,4.9,1,pink
18778187,100,89,3,37.77957,-122.4842,6,2.0,4.0,135.0,31,1125,29,59,89,364,13,2,1,4.62,4.69,4.54,5.0,5.0,4.69,4.15,3,3,0,0,0.21,1,pink
18794629,88,88,43,37.76944,-122.44992,4,1.0,4.0,290.0,1,25,0,0,0,0,60,0,0,4.8,4.8,4.5,4.83,4.85,4.91,4.78,43,0,16,26,0.9,1,pink
18809842,100,99,2,37.73228,-122.43857,2,1.0,1.0,189.0,1,1125,0,0,0,209,79,5,3,4.88,4.9,4.92,4.95,4.95,4.84,4.82,2,2,0,0,1.18,1,pink
18810290,100,100,1,37.76059,-122.47674,4,1.0,2.0,170.0,5,28,1,21,21,21,131,27,0,4.9,4.94,5.0,5.0,4.99,4.76,4.87,1,1,0,0,1.97,1,pink
18810325,88,88,1,37.75911,-122.5081,2,1.0,1.0,139.0,3,1125,9,39,69,69,51,21,3,4.88,4.94,4.92,4.98,4.98,4.96,4.69,1,1,0,0,0.76,1,pink
18828466,88,88,1,37.73333,-122.39363,6,3.0,3.0,175.0,30,1125,0,0,0,0,4,0,0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,1,1,0,0,0.06,1,pink
18838484,100,94,48,37.74251,-122.47434,4,1.0,2.0,74.0,30,180,30,60,90,180,7,0,0,4.71,4.71,4.57,4.86,4.86,5.0,4.29,26,3,23,0,0.11,1,pink
18840775,100,94,48,37.7428,-122.4756,2,1.0,1.0,57.0,30,90,30,60,90,180,7,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,26,3,23,0,0.11,1,pink
18840939,100,94,48,37.74411,-122.47555,2,1.0,1.0,67.0,30,270,30,60,90,365,10,1,0,4.6,4.5,4.8,4.56,4.7,4.78,4.56,26,3,23,0,0.15,1,pink
18853563,100,89,6,37.79206,-122.40817,2,1.0,1.0,95.0,30,180,5,24,54,172,21,4,0,5.0,5.0,5.0,5.0,5.0,4.9,4.76,6,6,0,0,0.33,1,pink
18856887,100,86,1,37.775761,-122.406944,2,1.0,1.0,104.0,30,90,0,0,30,305,14,2,0,4.93,4.79,4.86,4.93,5.0,4.0,4.36,1,1,0,0,0.22,1,pink
18873809,100,0,1,37.74433,-122.50363,4,2.0,2.0,200.0,30,125,29,57,86,86,151,0,0,4.97,5.0,4.96,4.98,4.98,4.86,4.86,1,1,0,0,2.3,1,pink
18874472,100,100,2,37.74699,-122.47593,2,1.0,1.0,95.0,1,31,30,60,90,180,204,56,0,4.85,4.84,4.81,4.95,4.93,4.81,4.76,2,0,2,0,3.08,1,pink
18874655,100,54,17,37.80485,-122.42075,2,1.0,1.0,144.0,30,1125,2,32,62,337,2,0,0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,16,16,0,0,0.03,1,pink
18916029,100,100,2,37.73354,-122.4228,2,1.0,1.0,196.0,2,7,8,21,47,212,123,31,2,4.94,4.87,4.93,5.0,4.96,4.73,4.89,1,1,0,0,1.86,1,pink
18931048,100,100,2,37.76342,-122.4327,2,1.0,1.0,141.0,2,1125,25,50,80,355,164,28,1,4.87,4.98,4.91,4.95,4.96,4.98,4.79,2,0,2,0,2.47,1,pink
18981477,100,97,2,37.79213,-122.44256,2,1.0,2.0,260.0,2,45,10,14,14,14,213,47,3,4.98,4.97,5.0,4.98,4.99,4.97,4.9,1,1,0,0,3.75,1,pink
19012658,88,88,2,37.75568,-122.42606,1,1.0,1.0,57.0,30,120,0,0,0,0,5,0,0,5.0,4.8,5.0,5.0,5.0,5.0,4.5,2,0,2,0,0.07,1,pink
19014320,100,89,2,37.75213,-122.4129,2,1.0,1.0,75.0,30,1125,4,26,33,203,110,6,1,4.79,4.95,4.88,4.97,4.91,4.92,4.8,2,2,0,0,1.65,1,pink
19014669,90,70,3,37.76688,-122.43418,2,2.0,2.0,349.0,45,75,27,57,87,177,14,1,0,4.93,4.93,5.0,4.79,4.93,4.93,4.71,3,3,0,0,0.22,1,pink
19023994,100,72,22,37.78037,-122.40999,2,1.0,1.0,86.0,30,1125,0,0,0,0,5,0,0,4.4,5.0,5.0,4.4,5.0,3.8,4.4,22,22,0,0,0.09,1,pink
19026673,100,74,12,37.7658,-122.45223,2,1.0,2.0,65.0,32,120,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12,0,12,0,0.3,1,pink
19029310,100,97,3,37.78074,-122.411,2,1.0,1.0,59.0,1,1125,29,59,86,86,204,203,7,4.48,4.73,4.62,4.73,4.71,4.18,4.49,3,0,3,0,14.54,1,pink
19050152,100,100,1,37.73439,-122.387894,6,3.0,3.0,175.0,3,1125,6,11,40,291,162,20,0,4.9,4.93,4.94,4.97,4.98,4.46,4.86,1,1,0,0,2.44,1,pink
19050680,100,94,48,37.7441,-122.47415,3,1.0,1.0,62.0,30,1125,29,59,89,364,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,26,3,23,0,0.02,1,pink
19125378,100,100,7,37.78661,-122.4142,1,1.0,1.0,89.0,2,1125,23,43,70,293,80,2,2,4.6,4.81,4.49,4.89,4.85,4.74,4.49,7,0,7,0,1.24,1,pink
19150623,100,97,6,37.74551,-122.49066,6,3.0,4.0,322.0,1,24,6,36,66,156,112,10,2,4.67,4.77,4.69,4.89,4.73,4.72,4.5,5,2,3,0,1.69,1,pink
19163190,100,100,1,37.73445,-122.41832,7,3.0,4.0,375.0,4,10,0,0,0,0,5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.11,1,pink
19175066,100,72,22,37.76296,-122.42,2,1.0,1.0,92.0,30,1125,0,29,59,334,17,3,0,4.31,4.63,4.75,4.75,4.63,4.38,3.88,22,22,0,0,0.27,1,pink
19178420,100,78,8,37.7345,-122.42515,4,3.0,3.0,150.0,30,1125,30,60,90,365,5,3,1,4.4,4.6,4.6,4.4,5.0,4.8,4.0,6,6,0,0,0.11,1,pink
19185162,88,88,1,37.7308,-122.41583,4,2.0,2.0,295.0,2,7,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1,1,0,0,0.04,1,pink
19228248,88,100,1,37.75339,-122.48111,4,2.0,3.0,475.0,2,30,0,0,0,0,64,3,0,4.97,5.0,5.0,4.98,4.97,4.82,4.82,1,1,0,0,0.97,1,pink
19236728,96,81,92,37.78784,-122.41036,4,1.55,2.0,228.0,2,1125,23,44,74,170,36,0,0,4.92,5.0,4.92,4.91,5.0,4.97,4.89,25,2,23,0,0.56,1,pink
19236730,96,81,92,37.78784,-122.41036,4,1.55,2.0,224.0,2,1125,25,46,76,172,50,5,0,4.9,4.9,4.96,4.88,4.94,4.96,4.67,25,2,23,0,0.76,1,pink
19240799,100,95,1,37.75789,-122.43059,2,2.0,2.0,239.0,4,28,0,0,11,11,152,29,1,4.99,5.0,4.98,4.99,5.0,4.95,4.93,1,1,0,0,2.75,1,pink
19270270,100,100,1,37.75355,-122.42707,4,2.0,2.0,149.0,30,60,29,59,89,89,32,5,0,4.81,4.81,4.91,5.0,4.94,4.88,4.66,1,1,0,0,0.48,1,pink
19307356,100,60,1,37.74838,-122.47307,4,2.0,2.0,349.0,6,7,0,0,0,62,14,2,0,4.79,4.86,4.79,4.71,4.79,4.64,4.57,1,1,0,0,0.21,1,pink
19316565,88,100,4,37.79058,-122.40801,2,1.55,1.0,75.0,2,7,0,0,0,0,20,0,0,4.89,4.89,4.95,4.89,4.95,5.0,4.74,4,3,0,0,0.34,1,pink
19331975,100,100,1,37.72002,-122.45248,2,1.0,1.0,104.0,1,21,5,35,65,335,331,41,1,4.98,4.99,4.98,4.99,4.98,4.77,4.92,1,0,1,0,5.09,1,pink
19332338,100,100,2,37.79142,-122.41726,10,5.0,5.0,430.0,30,365,27,27,27,198,125,25,1,4.86,4.92,4.85,4.97,4.97,4.94,4.76,2,2,0,0,1.9,1,pink
19363609,100,100,4,37.72268,-122.44016,1,1.0,1.0,93.0,30,1124,0,0,0,186,42,1,0,4.9,4.88,4.88,4.9,4.93,4.54,4.8,4,0,4,0,0.64,1,pink
19364007,100,100,4,37.72366,-122.43981,1,1.0,1.0,62.0,30,1124,3,33,63,338,95,0,0,4.88,4.94,4.93,4.96,4.91,4.72,4.77,4,0,4,0,1.44,1,pink
19365066,100,99,3,37.72345,-122.43956,8,2.0,3.0,199.0,3,28,26,29,59,174,56,19,0,4.98,4.96,4.91,4.93,5.0,4.73,4.82,3,3,0,0,0.87,1,pink
19368789,100,84,21,37.73093,-122.49194,2,1.0,1.0,58.0,1,60,30,60,90,180,134,11,0,4.71,4.82,4.84,4.94,4.83,4.77,4.7,20,6,14,0,2.02,1,pink
19388714,88,88,1,37.80326,-122.40578,3,2.0,3.0,250.0,30,95,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.05,1,pink
19403989,100,100,2,37.75486,-122.47669,2,1.0,1.0,85.0,2,1125,2,32,62,152,270,39,2,4.99,4.97,4.97,4.99,4.96,4.87,4.91,2,0,2,0,4.07,1,pink
19404355,100,92,1,37.80099,-122.44509,4,1.0,2.0,346.0,3,1125,20,44,74,143,132,24,1,4.88,4.9,4.98,4.96,4.98,4.98,4.74,1,1,0,0,2.04,1,pink
19404978,100,100,2,37.75433,-122.47838,2,1.0,1.0,85.0,2,1125,15,40,70,160,181,31,2,4.98,4.98,4.98,4.99,4.98,4.9,4.88,2,0,2,0,2.73,1,pink
19407153,88,100,1,37.7894,-122.43908,3,1.55,1.0,250.0,3,1125,0,0,0,0,29,2,0,4.86,4.93,4.41,5.0,5.0,4.97,4.79,1,1,0,0,0.44,1,pink
19416507,100,97,7,37.76338,-122.47896,1,1.0,1.0,60.0,30,90,30,60,90,180,126,3,0,4.83,4.87,4.9,4.98,4.95,4.72,4.61,5,0,5,0,1.9,1,pink
19417708,100,84,21,37.72861,-122.49287,8,2.0,3.0,135.0,1,90,30,60,90,90,116,30,2,4.65,4.84,4.78,4.97,4.86,4.79,4.46,20,6,14,0,1.78,1,pink
19419133,100,84,21,37.76474,-122.47869,2,1.0,1.0,52.0,30,90,30,60,90,365,7,2,1,5.0,5.0,4.86,4.86,5.0,5.0,4.71,20,6,14,0,0.13,1,pink
19459929,88,88,1,37.77911,-122.4482,4,1.0,1.0,240.0,30,90,2,32,62,62,73,0,0,4.97,4.97,4.96,4.97,4.97,4.93,4.86,1,1,0,0,1.1,1,pink
19475051,88,88,1,37.78124,-122.47703,1,1.0,1.0,99.0,30,1125,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,1,0,1,0,0.03,1,pink
19478423,100,67,4,37.75284,-122.42844,4,2.0,2.0,150.0,30,1125,14,14,14,14,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,2,2,0,0.32,1,pink
19478755,100,100,2,37.74709,-122.47622,2,1.0,1.0,99.0,1,29,30,60,90,180,246,38,0,4.91,4.97,4.86,4.99,5.0,4.84,4.84,2,0,2,0,3.71,1,pink
19491887,100,100,1,37.72121,-122.40847,3,1.0,2.0,135.0,1,14,24,52,82,82,221,24,0,4.94,4.96,4.97,4.98,4.95,4.75,4.86,1,1,0,0,3.66,1,pink
19499099,100,84,2,37.79662,-122.4091,2,1.0,1.0,310.0,1,1125,0,0,0,4,102,11,0,4.93,4.99,4.9,5.0,5.0,4.96,4.77,2,1,1,0,1.56,1,pink
19546859,95,91,12,37.7348,-122.38851,2,1.0,1.0,68.0,30,45,30,60,90,180,13,3,0,4.62,4.85,4.38,4.77,4.62,4.15,4.69,5,0,5,0,0.2,1,pink
19553430,100,100,3,37.75795,-122.41748,4,2.0,2.0,300.0,30,120,14,16,18,108,2,1,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,3,1,2,0,0.16,1,pink
19564659,100,100,2,37.75138,-122.41016,5,3.0,3.0,344.0,4,14,3,3,3,3,13,2,0,4.92,5.0,4.92,5.0,4.92,5.0,4.58,2,1,1,0,0.2,1,pink
19570849,100,100,2,37.74311,-122.45086,2,1.0,1.0,186.0,2,28,5,35,41,41,240,58,0,4.92,4.94,4.99,4.99,4.99,4.83,4.72,2,2,0,0,3.89,1,pink
19588004,100,94,19,37.78449,-122.48855,5,3.0,3.0,450.0,3,21,0,0,0,0,21,5,0,4.95,5.0,4.95,4.95,4.95,4.9,4.9,14,14,0,0,0.34,1,pink
19611889,100,84,21,37.76431,-122.47889,3,1.55,1.8,52.0,30,90,30,60,90,270,2,0,0,3.0,3.5,3.0,5.0,4.0,5.0,3.5,20,6,14,0,0.03,1,pink
19612051,100,94,48,37.76262,-122.47854,2,1.0,1.0,56.0,30,90,30,60,90,90,9,0,0,5.0,4.78,5.0,4.89,4.89,4.89,4.67,26,3,23,0,0.15,1,pink
19626323,100,97,7,37.76488,-122.47843,1,1.0,1.0,70.0,30,90,25,55,85,85,114,2,0,4.82,4.89,4.9,4.92,4.89,4.8,4.65,5,0,5,0,1.74,1,pink
19642407,100,91,6,37.72648,-122.44162,1,1.0,1.0,69.0,30,1125,0,0,3,3,5,0,0,3.4,4.0,3.0,4.4,3.4,4.2,3.2,6,0,6,0,0.08,1,pink
19659835,100,55,1,37.75909,-122.43719,2,2.0,2.0,91.0,30,1125,27,27,27,110,17,3,0,4.94,4.94,4.82,5.0,5.0,5.0,4.88,1,1,0,0,0.27,1,pink
19680922,100,89,6,37.79294,-122.40806,4,1.55,2.0,100.0,30,365,11,11,14,89,12,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.92,6,6,0,0,0.2,1,pink
19714276,100,85,4,37.79528,-122.41884,5,3.0,3.0,144.0,30,180,11,11,11,80,12,2,0,4.82,5.0,4.18,5.0,5.0,5.0,4.55,4,4,0,0,0.19,1,pink
19721174,100,100,1,37.77494,-122.42638,4,1.0,2.0,450.0,2,28,23,53,83,173,196,45,3,4.98,4.94,4.97,4.99,4.99,4.98,4.7,1,1,0,0,3.17,1,pink
19721472,88,0,1,37.73878,-122.47212,8,3.0,4.0,390.0,3,15,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.06,1,pink
19764548,100,50,1,37.73246,-122.41803,2,1.0,1.0,68.0,30,1125,17,47,77,167,5,2,0,4.4,4.4,4.0,4.6,3.6,4.4,3.8,1,0,1,0,0.08,1,pink
19780176,100,96,26,37.79056,-122.4071,2,1.0,1.0,235.0,2,1125,27,51,81,356,6,1,0,4.8,5.0,4.8,5.0,5.0,5.0,4.8,25,9,16,0,0.1,1,pink
19808652,100,88,2,37.77927,-122.47134,2,1.0,1.0,90.0,30,180,15,30,39,120,53,2,0,4.62,4.76,4.33,4.92,4.9,4.86,4.51,2,2,0,0,0.81,1,pink
19810694,88,88,1,37.79029,-122.42946,2,1.0,1.0,151.0,31,1125,0,0,0,0,27,0,0,4.92,4.96,5.0,4.96,5.0,5.0,4.81,1,1,0,0,0.41,1,pink
19827923,90,91,153,37.7842,-122.41518,2,1.55,1.0,91.0,30,180,0,30,60,150,8,2,0,4.75,4.88,5.0,4.75,4.63,4.75,4.63,153,152,1,0,0.13,1,pink
19828648,100,91,6,37.72653,-122.43996,1,1.0,1.0,78.0,30,1125,1,1,1,1,9,0,0,4.22,4.33,4.13,4.86,4.83,4.14,4.0,6,0,6,0,0.14,1,pink
19828873,88,100,1,37.75305,-122.39995,6,3.0,4.0,490.0,2,30,12,13,13,13,10,4,0,4.89,4.89,4.67,5.0,5.0,4.44,4.67,1,1,0,0,0.16,1,pink
19829202,90,91,153,37.78552,-122.4143,2,1.55,1.0,83.0,30,180,28,58,88,178,8,3,0,4.0,4.88,4.88,4.63,4.75,3.63,4.13,153,152,1,0,0.13,1,pink
19829271,50,33,4,37.71097,-122.44786,6,3.0,3.0,200.0,30,365,28,58,88,363,3,0,0,3.0,3.33,2.33,4.67,4.67,3.33,2.67,4,1,3,0,0.05,1,pink
19830610,100,92,1,37.75784,-122.38972,2,1.0,1.0,385.0,3,31,0,17,47,316,36,5,0,4.94,4.86,4.86,4.97,4.94,4.89,4.91,1,1,0,0,0.57,1,pink
19849866,100,96,26,37.79056,-122.4071,2,1.0,1.0,265.0,2,1125,26,50,80,355,5,0,0,4.75,5.0,4.75,5.0,5.0,5.0,5.0,25,9,16,0,0.08,1,pink
19891435,88,0,1,37.79619,-122.41189,3,1.0,1.0,125.0,30,30,0,0,0,0,14,0,0,5.0,5.0,4.75,5.0,5.0,5.0,4.92,1,1,0,0,0.21,1,pink
19922726,100,82,2,37.76035,-122.43505,2,1.0,2.0,183.0,2,5,12,42,72,162,144,23,1,4.95,4.99,5.0,4.99,5.0,4.99,4.9,1,0,1,0,2.26,1,pink
19933216,88,88,1,37.7635,-122.42509,5,2.0,3.0,210.0,30,121,0,0,0,0,42,0,0,4.78,4.9,4.9,4.9,4.88,4.95,4.37,1,1,0,0,0.66,1,pink
19934941,100,100,2,37.79325,-122.41694,4,1.0,3.0,250.0,30,1125,0,10,10,144,21,5,1,5.0,5.0,4.95,5.0,5.0,5.0,4.81,1,1,0,0,0.35,1,pink
19950230,88,88,1,37.75406,-122.40196,2,1.0,1.0,175.0,1,1125,0,0,0,0,58,0,0,4.92,4.96,4.96,5.0,5.0,4.87,4.77,1,1,0,0,0.94,1,pink
19954872,100,100,5,37.78369,-122.46364,3,1.0,2.0,61.0,2,15,17,31,52,142,288,50,5,4.65,4.81,4.53,4.77,4.81,4.78,4.59,5,0,5,0,4.4,1,pink
20002651,88,88,18,37.79234,-122.41965,2,1.0,1.0,50.0,365,450,0,0,0,0,3,0,0,4.67,4.67,3.67,5.0,5.0,5.0,4.33,5,0,5,0,0.05,1,pink
20059569,100,100,5,37.78157,-122.46359,4,1.0,2.0,63.0,1,16,15,29,54,140,312,56,3,4.71,4.82,4.72,4.85,4.84,4.82,4.65,5,0,5,0,4.79,1,pink
20072374,90,91,153,37.76569,-122.41694,2,1.55,1.0,72.0,30,180,27,57,87,267,3,0,0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,153,152,1,0,0.07,1,pink
20077154,100,91,6,37.7249,-122.43979,1,1.0,1.0,94.0,30,1125,0,1,1,186,6,1,0,4.83,4.83,4.17,4.83,4.83,4.83,4.83,6,0,6,0,0.11,1,pink
20093004,88,88,2,37.77768,-122.4365,8,4.0,4.0,485.0,30,1125,0,0,0,0,28,0,0,4.85,4.78,4.85,4.78,4.81,4.85,4.89,1,1,0,0,0.43,1,pink
20096735,88,88,1,37.77349,-122.4333,4,1.0,2.0,119.0,30,89,0,0,0,0,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1,1,0,0,0.06,1,pink
20121985,88,88,18,37.79234,-122.41965,1,1.0,1.0,47.0,365,450,0,0,0,0,2,0,0,4.0,4.0,5.0,4.5,3.5,4.5,4.5,5,0,5,0,0.04,1,pink
20155822,100,100,1,37.79418,-122.41437,2,1.0,1.0,150.0,30,90,26,29,29,117,41,5,0,4.93,4.95,4.9,5.0,5.0,4.98,4.83,1,1,0,0,0.65,1,pink
20167050,100,50,2,37.73679,-122.49723,1,1.0,1.0,40.0,30,122,0,0,0,0,34,0,0,4.71,4.91,4.62,4.91,4.82,4.79,4.76,2,0,2,0,0.52,1,pink
20169868,100,99,1,37.76187,-122.50718,2,1.0,1.0,169.0,1,5,7,17,38,66,471,70,2,4.94,4.97,4.96,5.0,4.98,4.82,4.81,1,1,0,0,7.26,1,pink
20194233,100,100,2,37.75641,-122.43334,6,2.0,2.0,295.0,30,1125,1,16,34,227,28,6,1,5.0,5.0,5.0,5.0,4.93,5.0,4.93,1,1,0,0,0.44,1,pink
20195883,100,100,1,37.77964,-122.45465,4,1.0,2.0,250.0,2,29,17,39,52,52,92,13,6,4.96,4.95,4.98,4.96,5.0,4.84,4.68,1,1,0,0,1.42,1,pink
20214438,88,88,18,37.79234,-122.41965,1,1.0,1.0,61.0,30,180,0,0,0,0,5,0,0,3.6,4.0,4.2,4.0,4.0,4.4,3.8,5,0,5,0,0.08,1,pink
20228801,100,41,11,37.71658,-122.45016,5,4.0,4.0,180.0,30,1125,2,5,5,162,4,0,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,6,6,0,0,0.08,1,pink
20234893,100,100,1,37.79945,-122.40797,4,2.0,2.0,350.0,30,365,30,60,90,90,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.65,1,pink
