id,host_id,host_since,host_response_time,host_resp_rate_pct,host_accept_rate_pct,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price_usd,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_category
49061200,129904961,2017-05-11,within an hour,90,100,f,5,t,t,Pacific Heights,37.79543,-122.42691,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,135.0,30,1125,t,19,20,26,206,2,0,0,2021-10-16,2021-12-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,5,5,0,0,0.14,excellent
49062947,203065170,2018-07-17,within a few hours,80,95,f,18,t,t,Noe Valley,37.74921,-122.43093,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,79.0,30,1125,t,30,32,32,32,1,0,0,2021-07-22,2021-07-22,3.0,2.0,3.0,5.0,5.0,5.0,3.0,f,13,1,12,0,0.06,bad
49076524,395804491,2021-04-06,within an hour,100,100,t,1,t,f,Potrero Hill,37.7615,-122.39896,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,135.0,30,110,t,13,43,73,101,6,4,0,2021-05-26,2022-09-30,5.0,4.83,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0,0.32,excellent
49081860,394604022,2021-03-28,within an hour,100,100,t,4,t,f,Nob Hill,37.79114,-122.41073,Private room in rental unit,Private room,2,1 private bath,1.0,1.8,75.0,2,1125,t,20,40,43,43,71,38,1,2021-05-08,2022-11-09,4.77,4.85,4.9,4.97,4.97,4.85,4.65,t,4,0,4,0,3.7,excellent
49081984,394604022,2021-03-28,within an hour,100,100,t,4,t,f,Downtown/Civic Center,37.78967,-122.41261,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,112.0,2,1125,t,19,42,72,72,67,37,0,2021-05-31,2022-11-03,4.85,4.94,4.94,4.97,4.96,4.94,4.78,t,4,0,4,0,3.63,excellent
49089497,394604022,2021-03-28,within an hour,100,100,t,4,t,f,Downtown/Civic Center,37.78953,-122.41274,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,109.0,2,1125,t,29,50,53,53,47,28,0,2021-06-24,2022-10-30,4.74,4.87,4.94,4.96,4.94,4.83,4.77,t,4,0,4,0,2.67,excellent
49090400,6340691,2013-05-11,within an hour,90,96,f,4,t,t,South of Market,37.77782,-122.41168,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,140.0,75,1125,t,16,46,76,351,4,2,0,2021-08-01,2022-05-08,4.25,4.75,4.0,4.0,5.0,4.0,4.75,f,3,3,0,0,0.24,average
49093030,229685084,2018-12-08,within an hour,100,94,t,1,t,t,Excelsior,37.72299,-122.42622,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,197.0,2,30,t,4,34,61,61,57,33,3,2021-05-11,2022-11-26,4.84,4.88,4.77,4.91,4.98,4.79,4.82,f,1,1,0,0,2.98,excellent
49101007,26656152,2015-01-25,within an hour,100,97,t,1,t,f,West of Twin Peaks,37.7407,-122.45124,Entire guest suite,Entire home/apt,2,1 bath,1.55,2.0,139.0,2,7,t,12,31,61,61,54,37,1,2021-06-27,2022-11-21,5.0,4.98,4.96,5.0,5.0,4.87,4.87,f,1,1,0,0,3.08,excellent
49111995,2410057,2012-05-18,within an hour,100,94,f,2,t,t,Mission,37.75312,-122.42518,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,85.0,30,1125,t,13,43,73,163,7,3,0,2021-06-06,2022-10-16,4.71,4.57,4.86,5.0,5.0,5.0,4.43,f,2,2,0,0,0.38,excellent
49115658,14170355,2014-04-11,within an hour,100,100,t,2,t,t,Castro/Upper Market,37.758636,-122.435921,Entire home,Entire home/apt,4,1 bath,2.0,2.0,395.0,2,15,t,2,24,54,54,21,21,1,2022-04-10,2022-11-22,4.95,4.95,4.95,4.71,4.81,4.86,4.76,f,2,2,0,0,2.64,excellent
49130015,396251035,2021-04-09,within an hour,100,100,t,1,t,t,Lakeshore,37.73167,-122.47795,Entire guest suite,Entire home/apt,8,3 baths,4.0,4.0,230.0,2,28,t,6,24,54,144,40,26,6,2021-05-17,2022-11-27,4.88,4.9,4.9,4.95,4.9,4.9,4.98,f,1,1,0,0,2.12,excellent
49131050,262054570,2019-05-15,within an hour,100,99,t,3,t,t,Marina,37.805939,-122.435486,Private room in home,Private room,2,1 private bath,1.0,1.0,199.0,1,30,t,27,53,83,173,81,56,4,2021-04-25,2022-11-29,5.0,4.98,4.99,4.96,4.96,5.0,4.77,f,3,2,1,0,4.13,excellent
49143540,75720211,2016-06-04,Unknown,88,75,f,1,t,t,South of Market,37.78862,-122.39018,Entire condo,Entire home/apt,4,2 baths,2.0,2.0,200.0,150,370,t,0,0,0,156,2,2,0,2022-08-16,2022-09-17,2.0,2.0,1.0,1.0,3.0,4.0,2.0,f,1,1,0,0,0.54,bad
49158646,10800264,2013-12-24,within a few hours,90,64,f,3,t,f,South of Market,37.77858,-122.4047,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,113.0,30,1125,t,27,57,87,362,2,1,0,2021-08-07,2021-12-15,4.5,4.0,4.0,5.0,4.0,5.0,4.5,f,3,3,0,0,0.12,excellent
49161676,13340074,2014-03-20,within an hour,100,99,t,1,t,t,Lakeshore,37.71984,-122.47423,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,143.0,2,9,t,5,23,47,322,74,42,3,2021-04-22,2022-11-20,4.95,4.95,4.99,4.99,5.0,4.93,4.95,t,1,1,0,0,3.75,excellent
49180146,9207613,2013-10-03,within an hour,100,98,t,1,t,t,Twin Peaks,37.7544,-122.45452,Entire guest suite,Entire home/apt,2,1 bath,1.55,1.0,200.0,2,8,t,18,47,47,47,74,37,5,2021-04-27,2022-11-29,4.92,4.97,4.97,4.95,5.0,4.93,4.85,f,1,1,0,0,3.78,excellent
49213228,286148,2010-11-13,within a day,100,50,f,1,t,f,Noe Valley,37.75194,-122.43351,Entire condo,Entire home/apt,5,2 baths,3.0,4.0,289.0,14,28,t,0,0,0,6,3,2,0,2021-07-11,2022-08-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.18,excellent
49217813,43918217,2015-09-11,within a day,90,41,t,9,t,t,Inner Sunset,37.76525,-122.45355,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,84.0,30,1125,t,16,46,76,351,4,1,0,2021-06-03,2022-08-06,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,8,2,6,0,0.22,excellent
49245964,325755259,2020-01-08,within a day,67,48,f,10,t,t,Outer Sunset,37.76139,-122.48895,Private room in home,Private room,1,1 shared bath,1.0,1.0,55.0,30,1125,t,30,60,90,90,7,4,0,2021-08-14,2022-10-30,4.71,4.14,4.43,4.29,3.71,4.71,4.43,f,7,0,7,0,0.44,excellent
49248632,258005,2010-10-10,within an hour,100,100,t,1,t,t,Glen Park,37.74078,-122.42679,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,136.0,3,28,t,16,24,37,120,52,33,3,2021-05-27,2022-11-27,4.96,4.96,4.96,5.0,4.98,4.9,4.85,f,1,1,0,0,2.8,excellent
49249440,394604022,2021-03-28,within an hour,100,100,t,4,t,f,Downtown/Civic Center,37.78941,-122.41128,Private room in rental unit,Private room,2,1 private bath,1.0,1.8,103.0,2,1125,t,29,43,46,46,58,28,1,2021-05-21,2022-11-14,4.76,4.76,4.81,4.97,4.93,4.9,4.71,t,4,0,4,0,3.09,excellent
49255910,9219277,2013-10-04,within an hour,100,96,t,10,t,t,Parkside,37.74327,-122.47502,Private room in home,Private room,2,1 private bath,1.0,1.0,48.0,30,92,t,29,30,55,145,4,3,0,2021-06-26,2022-10-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,10,0,10,0,0.23,excellent
49257231,709325,2011-06-16,within an hour,100,100,f,6,t,t,Twin Peaks,37.74758,-122.44549,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,4.0,125.0,30,90,t,0,4,8,283,2,2,0,2022-02-22,2022-08-13,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,5,5,0,0,0.21,excellent
49261963,397434812,2021-04-17,within a few hours,100,100,t,1,t,f,Mission,37.75472,-122.40635,Entire rental unit,Entire home/apt,8,2 baths,4.0,4.0,150.0,30,1125,t,21,51,81,171,4,3,0,2021-08-01,2022-08-22,5.0,5.0,4.75,5.0,5.0,4.75,4.75,f,1,1,0,0,0.24,excellent
49263227,20717633,2014-08-30,within an hour,100,99,t,3,t,t,Western Addition,37.78047,-122.43017,Private room in home,Private room,2,1 private bath,1.0,1.0,103.0,1,1125,t,16,46,76,166,77,61,2,2021-08-04,2022-11-14,4.91,4.99,4.95,4.96,4.95,4.58,4.81,f,3,0,3,0,4.73,excellent
49268830,5307061,2013-03-03,Unknown,88,0,f,1,t,t,Mission,37.75851,-122.41076,Entire guest suite,Entire home/apt,2,1 bath,1.0,3.0,300.0,30,1125,t,0,0,0,0,1,0,0,2021-06-07,2021-06-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05,excellent
49273836,110078968,2017-01-05,within an hour,100,100,f,9,t,t,Haight Ashbury,37.77279,-122.44738,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,93.0,30,1125,t,0,29,57,117,9,6,0,2021-06-09,2022-10-11,5.0,5.0,4.78,5.0,5.0,5.0,4.78,f,9,9,0,0,0.5,excellent
49274044,46495135,2015-10-13,within an hour,100,79,f,3,t,t,Mission,37.75493,-122.42149,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.8,101.0,30,1125,t,22,52,82,322,5,4,1,2021-06-29,2022-11-05,5.0,5.0,4.8,4.6,5.0,5.0,5.0,t,3,3,0,0,0.29,excellent
49275786,129904961,2017-05-11,within an hour,90,100,f,5,t,t,Pacific Heights,37.79373,-122.42655,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,106.0,30,1125,t,3,15,27,246,4,1,0,2021-08-14,2022-03-17,4.25,4.0,4.5,4.5,4.5,4.25,4.0,t,5,5,0,0,0.25,average
49275820,58232149,2016-02-10,within an hour,100,99,t,2,t,t,Potrero Hill,37.759869,-122.402878,Entire home,Entire home/apt,4,1 bath,2.0,2.0,375.0,1,1125,t,11,24,49,202,120,75,2,2021-06-15,2022-11-08,4.99,4.99,4.99,5.0,4.99,4.98,4.89,f,2,2,0,0,6.69,excellent
49276273,110078968,2017-01-05,within an hour,100,100,f,9,t,t,Haight Ashbury,37.76958,-122.45248,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,94.0,30,1125,t,0,24,54,234,6,3,0,2021-08-31,2022-09-03,4.83,4.83,4.67,4.67,4.83,4.67,4.67,f,9,9,0,0,0.39,excellent
49278321,86183328,2016-07-26,within a day,100,100,t,2,t,t,Presidio Heights,37.78449,-122.44775,Entire townhouse,Entire home/apt,4,1 bath,2.0,3.0,240.0,31,700,t,30,60,90,180,3,2,0,2021-07-03,2022-08-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.17,excellent
49286754,27658327,2015-02-12,Unknown,88,50,f,1,t,t,Pacific Heights,37.79355,-122.42988,Private room in condo,Private room,1,1 private bath,1.0,1.0,91.0,31,1125,t,0,9,39,129,1,1,0,2022-08-30,2022-08-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.31,excellent
49288756,6763925,2013-06-05,a few days or more,0,88,f,11,t,t,Pacific Heights,37.79129,-122.43633,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,134.0,30,1125,t,5,5,32,183,1,0,0,2021-08-20,2021-08-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,9,9,0,0,0.06,excellent
49292010,16189585,2014-05-30,Unknown,88,100,t,1,t,t,Western Addition,37.78996,-122.42449,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,140.0,30,60,t,0,0,0,0,4,1,0,2021-06-26,2022-02-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.23,excellent
49294011,1855382,2012-03-04,within a day,100,100,f,1,t,t,Haight Ashbury,37.76858,-122.43909,Entire condo,Entire home/apt,4,1.5 baths,3.0,3.0,450.0,30,1125,t,29,51,81,356,9,3,0,2021-05-16,2022-10-07,5.0,5.0,5.0,5.0,5.0,5.0,4.88,f,1,1,0,0,0.48,excellent
49295380,4093167,2012-11-08,within a day,100,80,t,1,t,t,Haight Ashbury,37.76065,-122.45107,Entire condo,Entire home/apt,6,2 baths,4.0,4.0,485.0,30,1125,t,30,60,90,365,16,2,0,2021-05-18,2022-08-17,5.0,5.0,5.0,5.0,5.0,5.0,4.81,f,1,1,0,0,0.85,excellent
49318980,129961318,2017-05-12,within an hour,100,99,t,1,t,t,Haight Ashbury,37.77257,-122.44973,Private room in townhouse,Private room,2,2 shared baths,1.0,1.0,78.0,3,1125,t,0,0,22,22,43,43,4,2021-12-15,2022-11-21,4.93,4.88,4.79,5.0,4.98,5.0,4.93,f,1,0,1,0,3.63,excellent
49327047,157999191,2017-11-09,within an hour,100,95,f,23,t,f,Marina,37.80084,-122.43287,Entire guest suite,Entire home/apt,1,1 bath,1.0,2.0,105.0,30,180,t,29,59,89,179,9,6,0,2021-05-22,2022-11-03,4.89,4.67,4.89,5.0,4.89,4.89,4.78,f,23,1,22,0,0.48,excellent
49345149,551394,2011-05-02,within an hour,100,100,t,2,t,t,Mission,37.76745,-122.42426,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,149.0,30,90,t,23,53,54,143,10,7,1,2021-08-08,2022-11-07,5.0,4.9,4.7,5.0,5.0,5.0,5.0,f,2,2,0,0,0.62,excellent
49346564,323621670,2020-01-02,within an hour,95,100,f,6,t,t,North Beach,37.80658721923828,-122.4180145263672,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,175.0,1,1125,t,25,52,82,349,229,118,1,2021-05-29,2022-11-13,4.55,4.62,4.86,4.74,4.63,4.86,4.43,t,6,0,6,0,12.38,excellent
49370884,40529892,2015-08-04,within an hour,100,67,f,1,t,f,Pacific Heights,37.796,-122.43103,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,275.0,30,1125,t,27,57,87,362,2,2,0,2022-05-09,2022-10-12,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.29,excellent
49409072,22735680,2014-10-19,within an hour,100,100,t,2,t,t,Outer Sunset,37.76477,-122.48211,Entire condo,Entire home/apt,6,2 baths,2.0,3.0,141.0,30,365,t,21,22,31,211,6,6,1,2022-01-15,2022-11-12,5.0,5.0,4.67,5.0,5.0,5.0,4.83,f,2,2,0,0,0.56,excellent
49425026,72784264,2016-05-18,within an hour,100,98,t,1,t,t,Presidio Heights,37.78924,-122.44739,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,300.0,4,1125,t,6,28,58,58,39,23,0,2021-07-05,2022-10-26,5.0,5.0,4.95,5.0,5.0,4.95,4.97,t,1,1,0,0,2.26,excellent
49435568,5928633,2013-04-15,within an hour,100,100,t,2,t,t,Bernal Heights,37.744476318359375,-122.41868591308594,Entire home,Entire home/apt,6,1 bath,3.0,3.0,335.0,2,1125,t,23,49,79,169,37,30,3,2021-07-05,2022-11-26,5.0,5.0,4.92,5.0,5.0,5.0,4.92,f,2,2,0,0,2.14,excellent
49444697,398787940,2021-04-26,within an hour,100,100,t,2,t,t,Excelsior,37.71789,-122.43813,Entire guest suite,Entire home/apt,4,1 bath,2.0,2.0,99.0,1,28,t,17,38,59,149,48,37,4,2021-09-07,2022-11-26,4.69,4.79,4.9,4.83,4.88,4.63,4.6,f,2,2,0,0,3.17,excellent
49467545,323621670,2020-01-02,within an hour,95,100,f,6,t,t,North Beach,37.80658721923828,-122.4180145263672,Room in boutique hotel,Private room,2,1 bath,1.0,1.0,202.0,1,30,t,30,60,90,358,40,37,4,2021-11-03,2022-11-16,4.65,4.73,4.9,4.85,4.58,4.93,4.35,t,6,0,6,0,3.02,excellent
49467562,6456352,2013-05-18,within a day,100,20,f,1,t,t,Western Addition,37.77558,-122.42929,Entire townhouse,Entire home/apt,6,2 baths,4.0,4.0,340.0,4,21,t,0,0,0,35,6,2,0,2021-06-21,2022-08-07,4.83,4.67,4.5,4.83,5.0,5.0,4.67,f,1,1,0,0,0.34,excellent
49471125,1996629,2012-03-23,within an hour,100,100,f,6,t,t,Bernal Heights,37.73337,-122.42663,Entire home,Entire home/apt,4,2.5 baths,2.0,2.0,166.0,1,30,t,0,0,0,0,2,1,0,2021-05-31,2022-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,3,3,0,0.11,excellent
49502271,399245258,2021-04-29,within an hour,100,90,t,1,t,t,Marina,37.79976,-122.44481,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,133.0,30,180,t,0,8,8,34,6,4,0,2021-07-02,2022-10-23,4.83,4.67,4.83,4.83,5.0,5.0,4.17,f,1,1,0,0,0.35,excellent
49502419,323621670,2020-01-02,within an hour,95,100,f,6,t,t,North Beach,37.80658721923828,-122.4180145263672,Room in boutique hotel,Private room,4,1 shared bath,1.0,2.0,193.0,1,30,t,30,60,90,358,64,39,0,2021-05-28,2022-09-19,4.53,4.47,4.84,4.72,4.41,4.88,4.14,t,6,0,6,0,3.45,excellent
49516037,323621670,2020-01-02,within an hour,95,100,f,6,t,t,North Beach,37.80658721923828,-122.4180145263672,Room in boutique hotel,Private room,4,1 shared bath,1.0,2.0,220.0,1,30,t,30,60,90,358,17,8,0,2021-05-16,2022-10-19,4.41,4.41,4.47,4.59,4.47,4.82,4.24,t,6,0,6,0,0.9,excellent
49516251,323621670,2020-01-02,within an hour,95,100,f,6,t,t,North Beach,37.80658721923828,-122.4180145263672,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,202.0,1,30,t,30,58,88,356,3,2,0,2021-05-31,2022-05-01,4.67,4.67,4.67,4.67,4.67,4.67,4.67,t,6,0,6,0,0.16,excellent
49518431,129904961,2017-05-11,within an hour,90,100,f,5,t,t,Pacific Heights,37.79429,-122.42469,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.8,106.0,30,1125,t,25,54,54,146,3,2,0,2021-06-09,2022-10-30,4.67,4.67,4.0,4.67,4.67,5.0,4.0,t,5,5,0,0,0.17,excellent
49523008,35173152,2015-06-07,within an hour,100,100,f,2,t,t,Downtown/Civic Center,37.774441,-122.420944,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,125.0,30,1125,t,0,30,60,216,7,5,1,2021-08-05,2022-12-02,4.86,4.57,4.86,4.71,5.0,5.0,4.86,f,2,2,0,0,0.43,excellent
49548489,2664948,2012-06-17,within an hour,100,88,t,4,t,t,Inner Sunset,37.75495,-122.46014,Entire guest suite,Entire home/apt,1,1 bath,1.55,1.0,68.0,30,60,t,4,33,60,60,3,1,1,2021-07-01,2022-11-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.17,excellent
49549097,578197,2011-05-11,within an hour,100,82,f,1,t,t,Potrero Hill,37.76359,-122.39005,Entire condo,Entire home/apt,5,2.5 baths,2.0,2.0,265.0,2,1125,t,0,0,0,0,6,1,0,2021-06-11,2022-09-01,5.0,5.0,4.83,5.0,5.0,5.0,5.0,f,1,1,0,0,0.33,excellent
49552114,219791143,2018-10-10,Unknown,88,88,f,49,t,t,Inner Richmond,37.77761,-122.47218,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,120.0,30,180,t,21,21,47,137,4,3,0,2021-09-18,2022-08-02,5.0,5.0,5.0,5.0,5.0,4.75,4.25,f,10,4,6,0,0.27,excellent
49563383,23982718,2014-11-20,within an hour,100,100,t,2,t,t,Outer Sunset,37.7595,-122.50489,Entire home,Entire home/apt,4,1 bath,2.0,2.0,185.0,30,1125,t,27,57,83,358,1,0,0,2021-07-12,2021-07-12,5.0,4.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.06,excellent
49585352,305422,2010-11-30,Unknown,88,100,f,1,t,t,Haight Ashbury,37.76643,-122.4503,Entire home,Entire home/apt,4,2 baths,2.0,2.0,350.0,10,1125,t,2,2,2,2,2,1,0,2021-07-09,2021-12-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.12,excellent
49589574,400010133,2021-05-04,within an hour,100,90,t,1,t,t,Bernal Heights,37.74552,-122.42322,Entire guesthouse,Entire home/apt,6,1 bath,3.0,4.0,243.0,30,1125,t,25,29,29,247,44,21,0,2021-05-21,2022-10-10,4.93,4.89,4.91,4.98,4.91,4.95,4.84,f,1,1,0,0,2.34,excellent
49591060,2463273,2012-05-25,within a few hours,100,95,t,2,t,t,Mission,37.75862,-122.42376,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,110.0,3,30,t,1,7,27,88,73,45,5,2021-05-29,2022-11-26,4.86,4.92,4.9,5.0,4.95,4.97,4.88,f,2,2,0,0,3.95,excellent
49592154,105835535,2016-12-01,within an hour,100,100,t,1,t,t,Marina,37.80015,-122.43413,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,163.0,30,1125,t,19,19,39,314,19,6,0,2021-05-19,2022-11-01,5.0,4.95,5.0,4.95,5.0,4.95,4.68,f,1,1,0,0,1.01,excellent
49592921,216743744,2018-09-22,within an hour,100,100,f,1,t,t,Bernal Heights,37.739,-122.41786,Entire home,Entire home/apt,6,2 baths,3.0,3.0,360.0,3,100,t,0,4,4,4,8,5,0,2021-07-18,2022-10-23,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.48,excellent
49593662,10162964,2013-11-21,within a few hours,100,97,t,6,t,t,Castro/Upper Market,37.76136,-122.44253,Entire condo,Entire home/apt,2,1 bath,1.55,1.0,100.0,30,1125,t,30,60,90,365,6,4,0,2021-06-16,2022-09-15,5.0,5.0,5.0,5.0,5.0,4.83,4.83,f,5,5,0,0,0.34,excellent
49595336,389843649,2021-02-23,within an hour,100,100,t,2,t,t,Outer Mission,37.71493,-122.44787,Entire townhouse,Entire home/apt,6,3 baths,3.0,3.0,222.0,2,28,t,12,31,61,151,68,38,4,2021-05-28,2022-11-28,4.93,4.97,4.97,5.0,4.96,4.74,4.81,f,1,1,0,0,3.67,excellent
49597213,290158702,2019-08-29,within an hour,100,63,f,1,t,t,Marina,37.79809,-122.43464,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,175.0,30,1125,t,0,0,0,254,4,3,1,2021-09-11,2022-11-04,4.5,5.0,4.5,5.0,4.75,5.0,4.25,f,1,1,0,0,0.27,excellent
49597911,157999191,2017-11-09,within an hour,100,95,f,23,t,f,Marina,37.80116,-122.43457,Private room in guest suite,Private room,1,1 shared bath,1.0,1.0,56.0,30,180,t,15,16,37,127,3,3,0,2022-08-04,2022-10-05,4.67,5.0,3.67,5.0,5.0,5.0,4.67,f,23,1,22,0,0.73,excellent
49615500,65978352,2016-04-05,within an hour,100,96,f,1,t,t,Excelsior,37.72225,-122.41058,Private room in home,Private room,2,1 private bath,1.0,1.0,60.0,1,3,t,17,33,62,216,125,71,2,2021-05-23,2022-12-03,4.63,4.75,4.73,4.78,4.76,4.68,4.71,f,1,0,1,0,6.68,excellent
49634091,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,141.0,1,28,t,23,49,79,354,528,320,16,2021-05-16,2022-12-01,4.73,4.77,4.74,4.83,4.87,4.84,4.67,t,11,9,2,0,27.89,excellent
49634141,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,166.0,1,28,t,27,54,84,359,488,325,17,2021-05-24,2022-12-02,4.77,4.83,4.74,4.81,4.84,4.84,4.67,t,11,9,2,0,26.14,excellent
49634202,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in aparthotel,Entire home/apt,4,1 bath,1.0,2.0,208.0,1,28,t,21,45,75,350,81,56,3,2021-05-28,2022-11-26,4.83,4.89,4.9,4.93,4.88,4.96,4.81,t,11,9,2,0,4.37,excellent
49634228,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in aparthotel,Entire home/apt,4,1 bath,1.0,2.0,135.0,1,28,t,20,36,62,331,383,278,21,2021-05-21,2022-12-01,4.76,4.82,4.74,4.85,4.85,4.83,4.74,t,11,9,2,0,20.41,excellent
49634300,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,130.0,1,28,t,22,50,80,355,225,107,5,2021-05-13,2022-11-28,4.54,4.65,4.58,4.81,4.75,4.63,4.47,t,11,9,2,0,11.82,excellent
49634330,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in boutique hotel,Private room,4,1 private bath,1.0,3.0,133.0,1,28,t,23,49,79,354,62,38,8,2021-05-15,2022-11-27,4.77,4.71,4.73,4.82,4.84,4.82,4.66,t,11,9,2,0,3.27,excellent
49634358,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in boutique hotel,Private room,4,1 private bath,1.0,2.0,135.0,1,28,t,23,44,71,340,110,58,3,2021-05-07,2022-11-16,4.79,4.88,4.76,4.91,4.91,4.8,4.73,t,11,9,2,0,5.72,excellent
49634378,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in aparthotel,Entire home/apt,4,1 bath,2.0,2.0,210.0,1,28,t,16,35,57,301,44,28,2,2021-06-23,2022-11-24,4.7,4.7,4.61,4.77,4.8,4.68,4.52,t,11,9,2,0,2.49,excellent
49634404,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in aparthotel,Entire home/apt,4,1 bath,1.0,1.0,217.0,1,28,t,7,22,46,308,16,15,1,2021-05-30,2022-12-02,4.94,5.0,4.94,5.0,5.0,4.88,5.0,t,11,9,2,0,0.87,excellent
49634438,399069771,2021-04-28,within an hour,100,99,f,11,t,t,Marina,37.799881,-122.435287,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,172.0,1,28,t,26,55,85,360,96,60,4,2021-06-12,2022-11-23,4.66,4.66,4.73,4.72,4.76,4.83,4.59,t,11,9,2,0,5.32,excellent
49635792,30210149,2015-03-29,within a day,89,100,f,1,t,t,South of Market,37.78772,-122.38936,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,199.0,30,1125,t,0,2,32,307,8,6,0,2021-07-06,2022-10-30,4.63,4.88,4.75,4.38,4.63,4.75,4.5,f,1,1,0,0,0.46,excellent
49636107,400352309,2021-05-06,within an hour,100,100,f,1,t,f,Bayview,37.73407,-122.40326,Entire home,Entire home/apt,8,2 baths,4.0,4.0,338.0,4,29,t,24,45,75,159,39,31,1,2021-08-06,2022-11-07,4.74,4.82,4.64,4.95,4.85,4.56,4.64,t,1,1,0,0,2.41,excellent
49636117,2577011,2012-06-07,Unknown,88,75,t,2,t,t,Parkside,37.73937,-122.47785,Entire home,Entire home/apt,6,2 baths,2.0,3.0,336.0,6,31,t,0,0,0,30,14,8,0,2021-07-15,2022-08-22,5.0,5.0,5.0,4.93,5.0,4.93,4.86,f,2,1,1,0,0.83,excellent
