id,host_id,host_since,host_response_time,host_resp_rate_pct,host_accept_rate_pct,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price_usd,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_category
144978,216682,2010-08-29,within a few hours,100,89,f,9,t,t,Pacific Heights,37.79233,-122.42431,Private room in rental unit,Private room,1,Unknown,1.0,1.0,55.0,30,365,t,7,24,54,54,120,0,0,2011-07-10,2020-03-31,4.68,4.78,4.45,4.86,4.81,4.81,4.66,f,9,4,5,0,0.86,excellent
958,1169,2008-07-31,within an hour,100,98,t,1,t,t,Western Addition,37.77028,-122.43317,Entire serviced apartment,Entire home/apt,3,1 bath,1.0,2.0,194.0,2,30,t,1,15,35,161,371,57,2,2009-07-23,2022-11-18,4.86,4.93,4.92,4.95,4.88,4.98,4.76,f,1,1,0,0,2.28,excellent
5858,8904,2009-03-02,within a few hours,80,71,f,2,t,t,Bernal Heights,37.74474,-122.42089,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,235.0,30,60,t,30,60,90,365,111,0,0,2009-05-03,2017-08-06,4.88,4.85,4.87,4.89,4.85,4.77,4.68,f,1,1,0,0,0.67,excellent
8142,21994,2009-06-17,within a few hours,100,74,f,12,t,t,Haight Ashbury,37.76555,-122.45213,Private room in rental unit,Private room,1,4 shared baths,1.0,1.0,56.0,32,90,t,30,60,90,365,9,1,0,2014-09-08,2022-10-27,4.67,4.44,4.44,4.78,4.78,4.67,4.67,f,12,0,12,0,0.09,excellent
8739,7149,2009-01-27,within an hour,100,89,t,2,t,t,Mission,37.7603,-122.42197,Private room in condo,Private room,3,1 private bath,1.0,1.0,129.0,1,26,t,15,41,71,161,761,25,1,2009-08-01,2022-11-18,4.91,4.94,4.94,4.95,4.96,4.93,4.74,f,2,0,2,0,4.68,excellent
10537,36752,2009-09-07,within an hour,100,100,t,2,t,t,Bayview,37.7175,-122.39698,Private room,Private room,2,1.5 shared baths,1.0,1.0,95.0,1,90,t,30,60,90,365,18,0,0,2010-02-21,2014-01-18,4.94,4.77,5.0,4.85,5.0,4.08,4.42,f,2,0,2,0,0.12,excellent
10578,37049,2009-09-08,Unknown,88,0,f,1,t,t,Nob Hill,37.79249,-122.41499,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,120.0,30,180,t,24,54,84,359,18,0,0,2011-12-23,2015-05-17,4.93,4.76,4.94,4.81,4.94,4.82,4.75,f,1,1,0,0,0.14,excellent
11490,42681,2009-10-01,within an hour,100,50,t,1,t,t,Nob Hill,37.7914,-122.41149,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,115.0,30,1125,t,13,18,45,146,44,3,0,2009-11-08,2022-08-21,4.78,4.94,4.68,4.87,4.9,4.97,4.74,f,1,1,0,0,0.28,excellent
12041,21994,2009-06-17,within a few hours,100,74,f,12,t,t,Haight Ashbury,37.76901,-122.44701,Private room in rental unit,Private room,2,3 shared baths,1.0,2.0,65.0,32,120,t,30,60,90,365,7,1,0,2011-09-18,2022-06-11,4.0,4.14,4.0,4.43,4.86,4.57,3.71,f,12,0,12,0,0.05,average
12042,21994,2009-06-17,within a few hours,100,74,f,12,t,t,Haight Ashbury,37.76932,-122.44723,Private room in rental unit,Private room,2,3 shared baths,1.0,2.0,65.0,32,120,t,30,60,90,365,5,0,0,2013-05-06,2015-10-18,3.2,3.0,3.0,4.8,4.4,4.6,3.8,f,12,0,12,0,0.04,bad
12522,18431,2009-05-22,within an hour,100,96,f,1,t,t,Castro/Upper Market,37.76237,-122.42992,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,99.0,3,27,t,4,18,21,21,440,13,2,2010-01-14,2022-11-17,4.92,4.94,4.9,4.95,4.96,4.94,4.93,f,1,0,1,0,2.8,excellent
18904,72464,2010-01-21,within a day,100,73,t,2,t,t,Western Addition,37.77247,-122.43301,Private room in home,Private room,2,1 private bath,1.0,1.0,116.0,3,31,t,5,30,60,60,440,26,1,2011-12-05,2022-11-21,4.88,4.9,4.94,4.91,4.91,4.9,4.77,f,1,0,1,0,3.29,excellent
21334,81455,2010-02-15,within an hour,100,100,t,1,t,t,Nob Hill,37.7962,-122.41562,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,149.0,30,30,t,30,60,90,365,124,2,0,2010-05-13,2022-07-01,4.87,4.94,4.63,4.99,4.97,4.87,4.83,t,1,1,0,0,0.81,excellent
23611,18732,2009-05-25,within an hour,100,100,f,1,t,t,Bernal Heights,37.74537,-122.41226,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,286.0,5,25,t,0,16,16,18,261,7,0,2010-04-19,2022-09-25,4.89,4.94,4.93,4.96,4.95,4.77,4.83,f,1,1,0,0,1.7,excellent
24463,99128,2010-03-26,within an hour,100,98,t,2,t,t,Potrero Hill,37.75565,-122.40125,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,165.0,2,21,t,27,51,81,222,349,35,1,2010-05-31,2022-11-06,4.9,4.96,4.88,4.98,4.98,4.85,4.76,f,2,1,1,0,2.29,excellent
24723,100800,2010-03-29,within an hour,100,95,t,3,t,t,Pacific Heights,37.78897,-122.43376,Entire guest suite,Entire home/apt,4,1 bath,1.0,1.0,195.0,5,31,t,8,14,33,44,396,37,5,2010-04-09,2022-11-27,4.83,4.88,4.92,4.92,4.93,4.91,4.82,f,2,2,0,0,2.57,excellent
25094,103339,2010-04-04,within a few hours,100,93,t,1,t,t,Glen Park,37.74159,-122.43159,Private room in home,Private room,2,1 private bath,1.0,1.0,165.0,5,45,t,27,57,75,332,59,9,1,2016-06-21,2022-11-20,4.97,5.0,5.0,4.98,5.0,4.98,4.9,f,1,0,1,0,0.75,excellent
27025,115673,2010-04-29,within a day,100,88,f,1,t,f,Castro/Upper Market,37.76195907592773,-122.4311294555664,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,119.0,30,1125,t,1,1,1,187,133,0,0,2010-05-14,2020-07-31,4.98,4.96,4.99,4.96,4.98,4.92,4.91,f,1,1,0,0,0.87,excellent
27028,7149,2009-01-27,within an hour,100,89,t,2,t,t,Mission,37.76005,-122.42208,Private room in condo,Private room,4,1 private bath,1.0,2.0,215.0,1,29,t,0,0,0,0,26,0,0,2015-06-14,2019-11-21,4.77,5.0,4.88,4.81,4.92,4.88,4.58,f,2,0,2,0,0.29,excellent
29373,126263,2010-05-16,within a few hours,100,100,t,3,t,t,Bernal Heights,37.73871,-122.41167,Entire home,Entire home/apt,4,2 baths,2.0,2.0,160.0,7,80,t,0,0,0,0,18,1,0,2011-07-19,2022-07-30,4.88,4.83,4.94,5.0,5.0,4.61,4.83,f,2,1,1,0,0.13,excellent
29557,126036,2010-05-16,within a few hours,100,93,f,1,t,t,Outer Richmond,37.77885,-122.50534,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,175.0,2,30,t,22,48,75,340,111,24,1,2010-08-17,2022-11-07,4.97,4.97,4.94,4.99,4.99,4.91,4.9,f,1,1,0,0,0.74,excellent
32414,140251,2010-06-07,within a day,50,0,f,1,t,f,Bernal Heights,37.74038,-122.41327,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,150.0,30,30,t,2,3,6,156,94,0,0,2010-07-11,2019-09-29,4.81,4.94,4.96,4.96,4.94,4.48,4.61,f,1,1,0,0,0.62,excellent
33578,145258,2010-06-15,within an hour,100,97,t,2,t,f,Potrero Hill,37.76451,-122.39643,Entire home,Entire home/apt,2,1 bath,1.0,1.0,290.0,1,14,t,17,42,72,343,708,69,4,2010-09-21,2022-11-20,4.95,4.95,4.94,4.99,4.99,4.88,4.8,f,2,2,0,0,4.76,excellent
39418,169184,2010-07-17,within a few hours,100,80,f,2,t,t,Bernal Heights,37.741,-122.42018,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,80.0,30,205,t,0,0,0,72,25,3,0,2011-08-08,2022-06-14,4.92,4.8,4.84,4.84,4.92,4.88,4.67,f,2,2,0,0,0.18,excellent
40092,172182,2010-07-19,within a few hours,100,97,t,7,t,t,Mission,37.7617,-122.41887,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,106.0,30,30,t,5,5,5,143,104,4,0,2010-09-12,2022-08-20,4.63,4.73,4.68,4.86,4.84,4.43,4.6,f,2,2,0,0,0.7,excellent
41055,178043,2010-07-22,within a few hours,100,88,t,2,t,t,Castro/Upper Market,37.76123,-122.43326,Entire home,Entire home/apt,3,1 bath,1.0,1.0,144.0,4,29,t,4,7,14,14,74,15,1,2010-09-05,2022-11-15,4.79,4.87,4.48,4.79,4.88,4.94,4.85,f,1,1,0,0,0.5,excellent
41172,53314,2009-11-11,within a few hours,100,97,f,1,t,t,Bernal Heights,37.74132,-122.41818,Private room in home,Private room,2,1 private bath,1.0,1.0,129.0,3,30,t,18,48,78,353,298,21,0,2010-09-01,2022-10-16,4.9,4.93,4.83,4.96,4.97,4.85,4.84,f,1,0,1,0,2.0,excellent
41609,54299,2009-11-14,within an hour,100,100,t,1,t,t,Downtown/Civic Center,37.78887,-122.41306,Entire condo,Entire home/apt,3,1 bath,1.0,2.0,165.0,30,730,t,0,0,0,252,27,4,0,2010-12-02,2022-09-18,4.96,5.0,4.85,4.96,4.96,4.96,4.81,t,1,1,0,0,0.18,excellent
42060,183862,2010-07-28,within a few hours,100,100,f,1,t,t,Western Addition,37.7696,-122.43223,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,100.0,60,84,t,0,4,34,111,6,0,0,2010-08-08,2012-03-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04,excellent
44032,98733,2010-03-25,within an hour,100,100,t,1,t,t,Mission,37.75158,-122.41158,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,99.0,30,121,t,0,22,52,52,298,3,1,2010-08-21,2022-11-16,4.84,4.89,4.85,4.94,4.94,4.59,4.75,f,1,1,0,0,1.99,excellent
47682,216682,2010-08-29,within a few hours,100,89,f,9,t,t,Pacific Heights,37.79186,-122.42429,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,130.0,30,365,t,30,60,90,365,34,4,0,2010-09-13,2022-08-13,4.85,4.81,4.71,5.0,4.9,4.9,4.86,f,9,4,5,0,0.23,excellent
51557,237200,2010-09-16,Unknown,88,100,f,1,t,t,Western Addition,37.7714,-122.42935,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,125.0,31,180,t,23,53,83,358,109,1,0,2010-09-24,2022-08-27,4.89,4.9,4.86,4.98,4.99,4.87,4.79,t,1,1,0,0,0.73,excellent
51773,216682,2010-08-29,within a few hours,100,89,f,9,t,t,Pacific Heights,37.79373,-122.42507,Private room in rental unit,Private room,1,0 shared baths,1.0,1.0,57.0,30,730,t,2,32,62,337,166,1,0,2011-05-05,2021-12-31,4.61,4.76,4.41,4.91,4.9,4.83,4.72,f,9,4,5,0,1.18,excellent
53280,126263,2010-05-16,within a few hours,100,100,t,3,t,t,Bernal Heights,37.73805,-122.41165,Private room in home,Private room,2,1 private bath,1.0,1.0,95.0,3,60,t,0,0,0,126,145,0,0,2010-10-13,2019-12-15,4.89,4.92,4.9,4.96,4.95,4.66,4.86,f,2,1,1,0,0.98,excellent
54518,255971,2010-10-07,Unknown,88,71,f,1,t,t,Financial District,37.79337,-122.40198,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,129.0,30,365,t,0,0,0,156,21,2,0,2011-07-08,2022-10-05,4.59,4.89,4.67,4.78,4.82,4.94,4.78,t,1,1,0,0,0.15,excellent
54634,216682,2010-08-29,within a few hours,100,89,f,9,t,t,Pacific Heights,37.79352,-122.42649,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,110.0,30,730,t,30,60,90,365,49,3,0,2010-10-11,2022-08-08,4.72,4.78,4.56,4.98,4.91,4.91,4.51,f,9,4,5,0,0.33,excellent
56621,216682,2010-08-29,within a few hours,100,89,f,9,t,t,Pacific Heights,37.79183,-122.42425,Private room in rental unit,Private room,1,0 shared baths,1.0,1.0,60.0,30,365,t,0,9,16,272,127,0,0,2010-11-04,2020-12-02,4.65,4.68,4.25,4.81,4.8,4.78,4.6,f,9,4,5,0,0.86,excellent
57561,272890,2010-10-27,within an hour,100,78,t,1,t,t,Bernal Heights,37.74684,-122.41548,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,178.0,30,90,t,13,18,48,323,221,2,0,2010-11-11,2022-02-27,4.62,4.77,4.6,4.88,4.65,4.39,4.59,f,1,1,0,0,1.5,excellent
57676,142882,2010-06-12,a few days or more,0,20,f,2,t,t,Mission,37.75758,-122.42043,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,99.0,30,360,t,0,0,0,0,122,0,0,2011-04-28,2019-09-21,4.71,4.78,4.37,4.79,4.78,4.81,4.54,f,2,0,2,0,0.86,excellent
59702,287136,2010-11-14,Unknown,88,88,f,1,t,t,Bernal Heights,37.74188,-122.4127,Private room in cottage,Private room,2,1 shared bath,1.0,1.0,150.0,30,60,t,18,33,51,129,192,0,0,2011-06-20,2019-07-20,4.9,4.81,4.79,4.97,4.98,4.83,4.82,t,1,0,1,0,1.38,excellent
60365,279544,2010-11-06,within an hour,100,96,t,6,t,t,Western Addition,37.77034,-122.43594,Entire home,Entire home/apt,6,2 baths,3.0,4.0,375.0,4,30,t,1,7,37,127,244,16,1,2010-12-24,2022-11-14,4.87,4.86,4.93,4.91,4.91,4.86,4.78,f,2,2,0,0,1.68,excellent
64165,237691,2010-09-17,within an hour,100,58,t,3,t,f,Marina,37.80284,-122.42839,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,101.0,30,150,t,30,32,59,334,76,6,1,2011-07-31,2022-11-24,4.97,4.87,4.85,4.91,4.94,4.9,4.84,f,3,2,1,0,0.55,excellent
66119,52862,2009-11-10,within an hour,100,100,t,2,t,t,Outer Richmond,37.77737,-122.47985,Entire rental unit,Entire home/apt,2,1 bath,1.55,2.0,95.0,30,360,t,16,46,76,351,101,1,1,2011-07-26,2022-11-07,4.19,4.47,4.35,4.83,4.72,4.36,4.1,f,2,2,0,0,0.73,average
69410,347624,2011-01-14,within an hour,100,73,t,1,t,t,Inner Richmond,37.77585,-122.46413,Entire home,Entire home/apt,2,1 bath,1.0,2.0,80.0,30,365,t,30,60,90,365,64,6,1,2011-05-15,2022-11-22,4.92,4.84,4.81,4.94,4.98,4.9,4.79,f,1,1,0,0,0.45,excellent
70139,354456,2011-01-20,within a few hours,100,94,t,4,t,t,Bernal Heights,37.74544,-122.42271,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,110.0,30,365,t,2,28,31,129,16,5,0,2012-03-25,2022-10-02,4.87,4.93,5.0,4.93,5.0,5.0,4.93,f,1,1,0,0,0.12,excellent
70753,329072,2010-12-28,within an hour,100,99,f,3,t,t,Financial District,37.7937,-122.40417,Shared room in hostel,Shared room,8,1 shared bath,1.0,8.0,43.0,1,365,t,30,60,90,271,437,33,0,2011-01-30,2022-10-31,4.63,4.72,4.55,4.86,4.86,4.82,4.66,t,3,0,1,2,3.03,excellent
71645,367464,2011-01-29,within an hour,100,99,t,1,t,t,Bernal Heights,37.74409,-122.40846,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,114.0,3,26,t,10,18,23,73,263,64,3,2016-03-03,2022-11-26,4.93,4.99,4.98,4.98,4.97,4.76,4.8,f,1,1,0,0,3.2,excellent
71779,368770,2011-01-30,Unknown,88,0,f,1,t,t,Inner Richmond,37.77487,-122.46543,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,100.0,30,365,t,2,31,61,336,2,0,0,2011-08-02,2011-09-30,3.0,4.5,4.0,5.0,5.0,4.0,4.0,f,1,1,0,0,0.01,bad
72444,329072,2010-12-28,within an hour,100,99,f,3,t,t,Financial District,37.7937,-122.40417,Shared room in hostel,Shared room,2,1 shared bath,1.0,4.0,48.0,1,365,t,30,60,89,270,544,55,3,2011-03-28,2022-11-14,4.73,4.73,4.6,4.84,4.88,4.8,4.74,t,3,0,1,2,3.82,excellent
72921,374909,2011-02-02,within a day,56,59,f,1,t,t,Western Addition,37.77487,-122.43221,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,85.0,30,365,t,30,60,90,365,54,1,0,2011-02-18,2022-01-23,4.43,4.57,4.32,4.84,4.63,4.78,4.42,f,1,1,0,0,0.38,excellent
77175,395569,2011-02-16,within an hour,100,95,t,1,t,t,Glen Park,37.73711,-122.43525,Entire home,Entire home/apt,2,1 bath,1.0,1.0,134.0,3,30,t,9,23,53,143,358,32,0,2011-04-01,2022-11-01,4.88,4.92,4.95,4.93,4.95,4.79,4.82,f,1,1,0,0,2.52,excellent
78651,142882,2010-06-12,a few days or more,0,20,f,2,t,t,Mission,37.75585,-122.42081,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,85.0,30,360,t,29,59,89,364,92,0,0,2011-06-05,2019-10-25,4.73,4.73,4.38,4.89,4.89,4.78,4.65,f,2,0,2,0,0.66,excellent
80394,126930,2010-05-17,Unknown,88,75,t,1,t,t,Haight Ashbury,37.77065,-122.44433,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,135.0,30,30,t,0,0,0,0,28,1,0,2014-03-01,2022-05-29,4.92,4.92,5.0,4.84,4.88,4.68,4.8,f,1,1,0,0,0.26,excellent
81158,439589,2011-03-13,within an hour,100,100,t,1,t,f,Western Addition,37.78408,-122.44436,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,83.0,30,330,t,0,0,27,157,28,4,0,2011-05-04,2022-10-01,4.79,4.93,4.78,4.96,4.96,4.93,4.74,f,1,1,0,0,0.2,excellent
83257,453743,2011-03-21,within a few hours,100,81,t,1,t,t,Western Addition,37.78353,-122.44369,Private room in home,Private room,1,1 shared bath,1.0,1.0,90.0,13,1125,t,0,0,3,129,105,5,1,2011-05-23,2022-11-07,4.85,4.82,4.74,4.9,4.9,4.66,4.72,f,1,0,1,0,0.75,excellent
91957,495796,2011-04-09,within an hour,100,88,f,1,t,t,Haight Ashbury,37.76114,-122.44929,Entire rental unit,Entire home/apt,6,1.5 baths,2.0,2.0,225.0,30,730,t,2,32,62,337,95,0,0,2011-09-29,2019-01-01,4.73,4.74,4.73,4.96,4.87,4.86,4.64,f,1,1,0,0,0.7,excellent
96383,216682,2010-08-29,within a few hours,100,89,f,9,t,t,Pacific Heights,37.79359,-122.42421,Private room in rental unit,Private room,1,0 shared baths,1.0,1.0,65.0,30,365,t,0,13,43,318,141,1,0,2011-05-19,2022-04-09,4.71,4.85,4.52,4.88,4.92,4.86,4.75,f,9,4,5,0,1.0,excellent
99094,522225,2011-04-20,Unknown,88,100,f,1,t,t,Mission,37.76945,-122.42456,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,249.0,30,1125,t,0,0,0,169,23,2,0,2011-05-14,2022-08-04,4.95,4.95,4.95,4.86,4.91,4.77,4.77,f,1,1,0,0,0.16,excellent
105497,547669,2011-05-01,Unknown,88,88,f,4,t,t,Outer Sunset,37.75699,-122.4973,Private room in home,Private room,1,1 shared bath,1.0,1.0,90.0,45,730,f,0,0,0,0,4,0,0,2017-09-29,2019-08-16,4.0,4.0,4.0,4.0,4.0,4.0,4.0,f,4,0,4,0,0.06,average
106025,359813,2011-01-24,within a few hours,100,100,f,1,t,t,Downtown/Civic Center,37.78693,-122.41539,Entire rental unit,Entire home/apt,2,2 baths,2.0,2.0,122.0,30,90,t,22,52,82,172,64,1,0,2011-05-10,2022-05-31,4.91,4.93,4.89,4.82,4.89,4.14,4.84,f,1,1,0,0,0.45,excellent
109883,566147,2011-05-07,within an hour,100,100,f,1,t,f,West of Twin Peaks,37.73241,-122.46432,Entire guest suite,Entire home/apt,4,1 bath,2.0,2.0,160.0,2,28,t,13,30,30,187,453,41,1,2011-06-15,2022-11-11,4.72,4.79,4.72,4.85,4.83,4.81,4.67,t,1,1,0,0,3.24,excellent
110825,568933,2011-05-08,within a day,100,0,f,1,t,t,Bayview,37.71664,-122.38981,Entire home,Entire home/apt,4,1 bath,2.0,2.0,120.0,30,730,t,0,17,47,322,9,0,0,2011-08-24,2019-08-11,4.71,5.0,4.56,4.78,4.89,4.33,4.78,f,1,1,0,0,0.07,excellent
114401,580606,2011-05-11,within an hour,100,97,t,1,t,t,Castro/Upper Market,37.75939,-122.43051,Private room in condo,Private room,1,1 shared bath,1.0,1.0,115.0,1,1125,t,21,51,81,356,680,62,3,2011-05-27,2022-11-20,4.87,4.9,4.65,4.98,4.97,4.96,4.82,f,1,0,1,0,4.85,excellent
115242,582450,2011-05-12,within an hour,100,100,t,3,t,t,North Beach,37.80599,-122.40943,Entire condo,Entire home/apt,3,1 bath,1.0,2.0,130.0,30,365,t,0,9,9,256,18,3,0,2011-06-10,2022-09-10,4.88,4.89,4.78,4.94,4.94,5.0,4.61,f,1,1,0,0,0.13,excellent
121065,608445,2011-05-20,within an hour,100,0,f,2,t,t,Western Addition,37.77117,-122.43292,Entire condo,Entire home/apt,1,1 bath,1.0,1.0,120.0,30,30,t,0,0,0,0,36,0,0,2012-05-02,2017-07-09,4.94,4.94,4.91,4.88,4.91,4.94,4.73,f,2,2,0,0,0.28,excellent
128230,634277,2011-05-27,Unknown,88,100,t,1,t,t,Castro/Upper Market,37.75737,-122.43566,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,350.0,3,15,t,0,0,0,64,174,9,0,2011-06-12,2022-06-05,4.93,4.95,4.94,4.89,4.88,4.94,4.81,f,1,1,0,0,1.24,excellent
130775,21994,2009-06-17,within a few hours,100,74,f,12,t,t,Haight Ashbury,37.76555,-122.45213,Private room in rental unit,Private room,1,4 shared baths,1.0,1.0,56.0,32,90,t,30,60,90,365,11,0,0,2012-07-17,2019-08-17,4.36,4.0,3.73,4.82,4.73,4.91,4.09,f,12,0,12,0,0.09,average
132441,650862,2011-06-01,within an hour,100,100,t,1,t,t,Bernal Heights,37.73987,-122.4234,Private room in home,Private room,2,1 shared bath,1.0,1.0,96.0,1,7,t,29,59,89,179,179,28,1,2011-06-19,2022-11-12,4.85,4.88,4.87,4.93,4.85,4.79,4.8,f,1,0,1,0,1.28,excellent
138221,674976,2011-06-07,within a few hours,100,83,t,2,t,t,Inner Richmond,37.77664,-122.45586,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,140.0,30,365,t,11,12,42,132,80,2,0,2011-07-17,2022-08-15,4.84,4.86,4.71,4.96,4.92,4.73,4.68,f,2,2,0,0,0.58,excellent
138619,644896,2011-05-30,within an hour,100,84,t,1,t,t,Financial District,37.79777,-122.40451,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,175.0,3,30,t,21,26,44,303,85,18,0,2011-06-30,2022-10-31,4.68,4.82,4.45,4.83,4.89,4.88,4.65,f,1,1,0,0,0.61,excellent
142177,656263,2011-06-02,within a few hours,100,95,f,1,t,t,Outer Richmond,37.7844,-122.47932,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,425.0,5,25,t,3,13,40,40,231,11,0,2011-10-21,2022-09-07,4.91,4.93,4.87,4.95,4.97,4.78,4.79,f,1,1,0,0,1.71,excellent
144242,699215,2011-06-14,within a few hours,100,82,t,2,t,t,Inner Richmond,37.78546,-122.46148,Entire home,Entire home/apt,6,2 baths,3.0,3.0,495.0,3,60,t,12,16,16,98,22,2,0,2011-07-05,2022-01-02,4.86,4.95,4.89,5.0,5.0,4.89,4.95,f,1,1,0,0,0.16,excellent
769734,4060777,2012-11-04,within a few hours,100,64,t,1,t,f,Mission,37.75796,-122.40913,Private room in cottage,Private room,1,1 shared bath,1.0,1.0,90.0,2,30,t,22,47,75,161,121,12,2,2013-12-15,2022-11-21,4.79,4.86,4.64,4.98,4.92,4.9,4.74,f,1,0,1,0,1.11,excellent
774323,4085271,2012-11-07,within an hour,90,100,t,2,t,t,Mission,37.76034,-122.42394,Private room in condo,Private room,2,1 shared bath,1.0,1.0,150.0,2,28,t,20,44,67,157,440,25,3,2012-12-20,2022-11-14,4.88,4.92,4.78,4.94,4.93,4.94,4.78,f,2,0,2,0,3.63,excellent
776239,4094089,2012-11-08,within an hour,100,83,t,2,t,t,Castro/Upper Market,37.75948,-122.44357,Entire home,Entire home/apt,6,2 baths,3.0,5.0,375.0,30,1125,t,30,60,90,118,46,11,0,2016-07-29,2022-10-14,4.98,4.98,4.91,5.0,4.98,4.89,4.83,f,2,2,0,0,0.59,excellent
779109,4091830,2012-11-08,within an hour,100,100,f,2,t,t,Mission,37.74869,-122.41935,Private room in townhouse,Private room,3,1 shared bath,1.0,1.0,170.0,30,1125,t,12,29,59,334,174,1,0,2015-05-20,2022-07-17,4.89,4.97,4.94,4.97,4.97,4.8,4.73,t,2,1,1,0,1.89,excellent
781945,4124339,2012-11-11,Unknown,88,88,f,1,t,t,Financial District,37.78471,-122.39852,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,350.0,183,1195,f,0,0,0,0,3,0,0,2013-06-22,2013-09-13,4.0,3.0,3.0,2.0,5.0,5.0,4.0,f,1,1,0,0,0.03,average
783821,137980,2010-06-03,within an hour,100,100,t,3,t,t,Castro/Upper Market,37.75919,-122.43723,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,395.0,30,180,t,1,1,31,306,23,2,0,2014-05-29,2022-07-04,4.83,4.91,4.78,5.0,5.0,4.91,4.65,t,3,3,0,0,0.22,excellent
784071,3772252,2012-10-05,Unknown,88,100,t,2,t,t,Castro/Upper Market,37.7601,-122.42869,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,300.0,30,1125,t,24,54,84,359,97,4,0,2012-11-18,2022-10-09,4.9,4.86,4.92,4.98,4.95,4.93,4.84,f,1,1,0,0,0.79,excellent
794626,4186663,2012-11-19,within a day,80,76,f,1,t,t,Excelsior,37.72882,-122.42539,Entire rental unit,Entire home/apt,6,1 bath,1.0,4.0,115.0,2,26,t,15,39,69,313,320,33,1,2012-12-28,2022-11-04,4.62,4.72,4.69,4.88,4.85,4.59,4.56,f,1,1,0,0,2.65,excellent
795254,4189517,2012-11-19,within a few hours,100,86,t,1,t,t,Western Addition,37.77099,-122.43355,Entire guest suite,Entire home/apt,3,1 bath,1.0,2.0,161.0,3,28,t,8,24,49,291,313,50,3,2013-01-30,2022-11-30,4.96,4.98,4.95,4.97,4.96,4.98,4.87,f,1,1,0,0,2.61,excellent
808919,3022475,2012-07-22,within an hour,100,98,t,3,t,t,Western Addition,37.77819,-122.43721,Private room in condo,Private room,2,2 shared baths,1.0,1.0,140.0,3,360,t,17,42,62,337,140,23,0,2015-08-07,2022-10-31,4.94,4.96,4.94,4.98,4.97,4.96,4.83,t,3,0,3,0,1.57,excellent
810315,1504399,2011-12-14,within an hour,100,98,t,3,t,t,Marina,37.80013,-122.42542,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,30.0,30,90,t,3,30,30,30,24,1,0,2016-03-01,2022-09-25,4.96,4.75,4.75,4.92,4.92,5.0,4.83,f,2,0,2,0,0.29,excellent
815183,4282539,2012-11-29,Unknown,88,75,t,1,t,t,Outer Mission,37.72979,-122.44791,Private room in bungalow,Private room,1,1 bath,1.0,1.0,42.0,30,120,t,0,0,0,53,13,1,0,2014-08-20,2022-09-06,4.77,4.85,4.85,5.0,4.85,4.69,4.46,f,1,0,1,0,0.13,excellent
